adult_dose,adult_duration,adult_frequency,adult_max_dose,adult_route,disease_key,disease_name,dose_verified,duration_verified,final_rx_status,frequency_verified,generic_name,gold_regimen_row_id,icd10,indication_verified,line_of_therapy,modality,product_id,regimen_id,route_verified,safety_minimum_ready,source_ids
2 sprays/nostril OD,7–14 days,,,,nasal_irrigation_support_adult,Nasal irrigation support / saline wash,False,False,source_missing_hide_from_rx,False,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),gold_regimen_9fb1aa02dd31,,False,SWAP2,SWAP,BDS002805,FRM0035,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_02b17ec25041,,False,RX1,RX NOW,BDS004035,FRM0036,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_ab1824291a0d,,False,RX2,RX NOW,BDS001552,FRM0036,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_7a6d7f006dc6,,False,SWAP1,SWAP,BDS003679,FRM0036,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_a930b322876c,,False,RX1,RX NOW,BDS004035,FRM0036,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_981403461f71,,False,RX2,RX NOW,BDS001552,FRM0036,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_7580bdee7af1,,False,SWAP1,SWAP,BDS003679,FRM0036,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_08568d3ce1ae,,False,RX1,RX NOW,BDS004035,FRM0036,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_36b2a66b92c6,,False,RX2,RX NOW,BDS001552,FRM0036,False,False,
1–2 drops OU / affected eye PRN,5–7 days,,,,eye_lubrication_adult,Eye lubrication support,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_735a2cd13c4f,,False,SWAP1,SWAP,BDS003679,FRM0036,False,False,
spray to affected area TID–QID,5 days,,,,joint_pain_topical_support_adult,Joint pain topical support,False,False,source_missing_hide_from_rx,False,Diclofenac Sodium 1 % w/w,gold_regimen_ba3ee6befaf9,,False,RX1,RX NOW,BDS003914,FRM0037,False,False,
1 cap PO q4–6h PRN pain,3 days,,,,joint_pain_topical_support_adult,Joint pain topical support,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_4d3adb2f217c,,False,SWAP1,SWAP,BDS002042,FRM0037,False,False,
spray to affected area TID–QID,5 days,,,,joint_pain_topical_support_adult,Joint pain topical support,False,False,source_missing_hide_from_rx,False,Diclofenac Sodium 1 % w/w,gold_regimen_174f4b2dd369,,False,RX1,RX NOW,BDS003914,FRM0037,False,False,
1 cap PO q4–6h PRN pain,3 days,,,,joint_pain_topical_support_adult,Joint pain topical support,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_11a87ea6367f,,False,SWAP1,SWAP,BDS002042,FRM0037,False,False,
spray to affected area TID–QID,5 days,,,,joint_pain_topical_support_adult,Joint pain topical support,False,False,source_missing_hide_from_rx,False,Diclofenac Sodium 1 % w/w,gold_regimen_dc3c3062b20f,,False,RX1,RX NOW,BDS003914,FRM0037,False,False,
1 cap PO q4–6h PRN pain,3 days,,,,joint_pain_topical_support_adult,Joint pain topical support,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_cb9ea93c524f,,False,SWAP1,SWAP,BDS002042,FRM0037,False,False,
1 cap PO OD–BID after meals,3 days,,,,gas_belching_adult,Dyspepsia-type gas / belching,False,False,source_missing_hide_from_rx,False,Simethicone 200 mg.,gold_regimen_fb9173c8a27d,,False,RX1,RX NOW,BDS006054,FRM0038,False,False,
1 chewable tab PO TID–QID,3 days,,,,gas_belching_adult,Dyspepsia-type gas / belching,False,False,source_missing_hide_from_rx,False,Simethicone 120 mg.,gold_regimen_be3ec69d6457,,False,RX2,RX NOW,BDS001079,FRM0038,False,False,
1 cap PO OD–BID after meals,3 days,,,,gas_belching_adult,Dyspepsia-type gas / belching,False,False,source_missing_hide_from_rx,False,Simethicone 200 mg.,gold_regimen_58be091d4d48,,False,RX1,RX NOW,BDS006054,FRM0038,False,False,
1 chewable tab PO TID–QID,3 days,,,,gas_belching_adult,Dyspepsia-type gas / belching,False,False,source_missing_hide_from_rx,False,Simethicone 120 mg.,gold_regimen_a91c9d912f99,,False,RX2,RX NOW,BDS001079,FRM0038,False,False,
1 cap PO OD–BID after meals,3 days,,,,gas_belching_adult,Dyspepsia-type gas / belching,False,False,source_missing_hide_from_rx,False,Simethicone 200 mg.,gold_regimen_8866909920c2,,False,RX1,RX NOW,BDS006054,FRM0038,False,False,
1 chewable tab PO TID–QID,3 days,,,,gas_belching_adult,Dyspepsia-type gas / belching,False,False,source_missing_hide_from_rx,False,Simethicone 120 mg.,gold_regimen_c0adcb3fb418,,False,RX2,RX NOW,BDS001079,FRM0038,False,False,
apply to affected area BID–TID,5 days,,,,burn_aftercare_minor_adult,Minor burn aftercare,False,False,source_missing_hide_from_rx,False,Beta-sitosterol 0.25%,gold_regimen_cab51553cb1d,,False,RX1,RX NOW,BDS002801,FRM0039,False,False,
apply to affected area BID–TID,5 days,,,,burn_aftercare_minor_adult,Minor burn aftercare,False,False,source_missing_hide_from_rx,False,วุ้นจากว่านหางจระเข้ 87.399 %,gold_regimen_9f1f9ac048cf,,False,RX2,RX NOW,BDS001007,FRM0039,False,False,
apply to affected area BID–TID,5 days,,,,burn_aftercare_minor_adult,Minor burn aftercare,False,False,source_missing_hide_from_rx,False,Beta-sitosterol 0.25%,gold_regimen_25c01ce824e5,,False,RX1,RX NOW,BDS002801,FRM0039,False,False,
apply to affected area BID–TID,5 days,,,,burn_aftercare_minor_adult,Minor burn aftercare,False,False,source_missing_hide_from_rx,False,วุ้นจากว่านหางจระเข้ 87.399 %,gold_regimen_55c3fb1cf659,,False,RX2,RX NOW,BDS001007,FRM0039,False,False,
apply to affected area BID–TID,5 days,,,,burn_aftercare_minor_adult,Minor burn aftercare,False,False,source_missing_hide_from_rx,False,Beta-sitosterol 0.25%,gold_regimen_ec77fa20ce32,,False,RX1,RX NOW,BDS002801,FRM0039,False,False,
apply to affected area BID–TID,5 days,,,,burn_aftercare_minor_adult,Minor burn aftercare,False,False,source_missing_hide_from_rx,False,วุ้นจากว่านหางจระเข้ 87.399 %,gold_regimen_9ebedc6ea881,,False,RX2,RX NOW,BDS001007,FRM0039,False,False,
1 tab PO OD,5 days,,,,itchy_localized_rash_adult,Localized itchy rash NOS,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_023fa4d1ff29,,False,RX1,RX NOW,BDS004213,FRM0040,False,False,
apply thinly BID–TID to itchy areas,5 days,,,,itchy_localized_rash_adult,Localized itchy rash NOS,False,False,source_missing_hide_from_rx,False,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,gold_regimen_201235b5f4eb,,False,RX2,RX NOW,BDS006745,FRM0040,False,False,
apply thinly BID–TID,5 days,,,,itchy_localized_rash_adult,Localized itchy rash NOS,False,False,source_missing_hide_from_rx,False,Triamcinolone Acetonide 0.02%,gold_regimen_ca1fef649d2f,,False,SWAP1,SWAP,BDS001057,FRM0040,False,False,
1 tab PO OD,5 days,,,,itchy_localized_rash_adult,Localized itchy rash NOS,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_f7f96d55321c,,False,RX1,RX NOW,BDS004213,FRM0040,False,False,
apply thinly BID–TID to itchy areas,5 days,,,,itchy_localized_rash_adult,Localized itchy rash NOS,False,False,source_missing_hide_from_rx,False,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,gold_regimen_e001503695a2,,False,RX2,RX NOW,BDS006745,FRM0040,False,False,
apply thinly BID–TID,5 days,,,,itchy_localized_rash_adult,Localized itchy rash NOS,False,False,source_missing_hide_from_rx,False,Triamcinolone Acetonide 0.02%,gold_regimen_aded31d64446,,False,SWAP1,SWAP,BDS001057,FRM0040,False,False,
1 tab PO OD,5 days,,,,itchy_localized_rash_adult,Localized itchy rash NOS,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_3071f65a81e2,,False,RX1,RX NOW,BDS004213,FRM0040,False,False,
apply thinly BID–TID to itchy areas,5 days,,,,itchy_localized_rash_adult,Localized itchy rash NOS,False,False,source_missing_hide_from_rx,False,Hydrocortisone Acetate 5 mg+Mepyramine Maleate 20 mg/1 g,gold_regimen_a52b783058b9,,False,RX2,RX NOW,BDS006745,FRM0040,False,False,
apply thinly BID–TID,5 days,,,,itchy_localized_rash_adult,Localized itchy rash NOS,False,False,source_missing_hide_from_rx,False,Triamcinolone Acetonide 0.02%,gold_regimen_7a37cfed422c,,False,SWAP1,SWAP,BDS001057,FRM0040,False,False,
1 tab PO OD,5 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_cc11407cd518,,False,RX1,RX NOW,BDS004213,FRM0041,False,False,
2 sprays/nostril OD,7–14 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),gold_regimen_f1f474d560b2,,False,RX2,RX NOW,BDS002805,FRM0041,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_74366e2860eb,,False,RX3,RX NOW,BDS002215,FRM0041,False,False,
1 tab PO OD,5 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_8cb85e542c47,,False,SWAP1,SWAP,BDS003747,FRM0041,False,False,
1 tab PO q4–6h,3 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,gold_regimen_54fb8880357f,,False,SWAP2,SWAP,BDS045630,FRM0041,False,False,
1 tab PO OD,5 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_f61cd0f128c9,,False,RX1,RX NOW,BDS004213,FRM0041,False,False,
2 sprays/nostril OD,7–14 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),gold_regimen_cd27a5d2e8ea,,False,RX2,RX NOW,BDS002805,FRM0041,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_2fa8feccf4b9,,False,RX3,RX NOW,BDS002215,FRM0041,False,False,
1 tab PO OD,5 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_602e89e7128d,,False,SWAP1,SWAP,BDS003747,FRM0041,False,False,
1 tab PO q4–6h,3 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,gold_regimen_cd3282dd0f1d,,False,SWAP2,SWAP,BDS045630,FRM0041,False,False,
1 tab PO OD,5 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_fb4ec9ffa01d,,False,RX1,RX NOW,BDS004213,FRM0041,False,False,
2 sprays/nostril OD,7–14 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Mometasone Furoate Monohydrate (eq. to Mometasone Furoate 50 mcg/dose)+Preservative (Benzalkonium Chloride 0.2 mg/g),gold_regimen_a695cfc9e21e,,False,RX2,RX NOW,BDS002805,FRM0041,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_8b4544cc2934,,False,RX3,RX NOW,BDS002215,FRM0041,False,False,
1 tab PO OD,5 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_7f1dcfdb85aa,,False,SWAP1,SWAP,BDS003747,FRM0041,False,False,
1 tab PO q4–6h,3 days,,,,allergic_rhinitis_congestion_adult,Allergic rhinitis with congestion,False,False,source_missing_hide_from_rx,False,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,gold_regimen_b2782f073091,,False,SWAP2,SWAP,BDS045630,FRM0041,False,False,
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_cdc6052179de,,False,RX1,RX NOW,BDS003762,FRM0042,False,False,
1 tab PO q4–6h,3–5 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,gold_regimen_1159f744c202,,False,RX2,RX NOW,BDS045630,FRM0042,False,False,
1 tab PO OD,5 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_ec537dd545d7,,False,SWAP1,SWAP,BDS004213,FRM0042,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_ce00952b3fce,,False,SWAP2,SWAP,BDS002215,FRM0042,False,False,
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_500afdf15bd3,,False,RX1,RX NOW,BDS003762,FRM0042,False,False,
1 tab PO q4–6h,3–5 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,gold_regimen_844878845972,,False,RX2,RX NOW,BDS045630,FRM0042,False,False,
1 tab PO OD,5 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_bd64820afd78,,False,SWAP1,SWAP,BDS004213,FRM0042,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_1fb4603f2922,,False,SWAP2,SWAP,BDS002215,FRM0042,False,False,
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_4b773c3f79aa,,False,RX1,RX NOW,BDS003762,FRM0042,False,False,
1 tab PO q4–6h,3–5 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Brompheniramine Maleate 4 mg.+Phenylephrine HCl 10 mg.,gold_regimen_a4ccf3cf29a3,,False,RX2,RX NOW,BDS045630,FRM0042,False,False,
1 tab PO OD,5 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_395a93d132dc,,False,SWAP1,SWAP,BDS004213,FRM0042,False,False,
1–2 sprays/nostril BID–TID (max 3 days),3 days,,,,uri_sneezing_runny_nose_adult,Viral URI with sneezing / runny nose,False,False,source_missing_hide_from_rx,False,Oxymetazoline Hydrochloride 0.05% (0.5 mg./1 ml.),gold_regimen_85cff148bd66,,False,SWAP2,SWAP,BDS002215,FRM0042,False,False,
1–2 tabs PO q4–6h PRN pain/fever,3 days,,,,acute_pharyngitis_viral_adult,Acute viral pharyngitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_468d798dc0ba,,False,RX1,RX NOW,BDS003762,FRM0043,False,False,
2 sprays to mouth/throat TID,5 days,,,,acute_pharyngitis_viral_adult,Acute viral pharyngitis,False,False,source_missing_hide_from_rx,False,ดอกหญ้าหอม+เพเพอร์มิ้นต์+เซจ ออยล์+เทียนสัตบุษย์+ไพน์ นีดเดิล ออยล์+เบอร์กามอต ออยล์+ยูคาลิปทอล,gold_regimen_79b9b212505e,,False,RX2,RX NOW,BDS002411,FRM0043,False,False,
1 lozenge dissolve slowly q2–3h PRN,3–5 days,,,,acute_pharyngitis_viral_adult,Acute viral pharyngitis,False,False,source_missing_hide_from_rx,False,"2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.",gold_regimen_acce82aa3cd6,,False,RX3,RX NOW,BDS003574,FRM0043,False,False,
2–4 sprays to throat PRN,5 days,,,,acute_pharyngitis_viral_adult,Acute viral pharyngitis,False,False,source_missing_hide_from_rx,False,Benzydamine Hydrochloride 3 mg.+Ethanol+Saccharin Sodium+Methyl Hydroxybenzoate+Glycerol+PEG-40 Hydrogenated castor oil/ml.,gold_regimen_b1dd381b5575,,False,SWAP1,SWAP,BDS006462,FRM0043,False,False,
