common_side_effects,contraindications,generic_name,hepatic_notes,major_interactions,pediatric_notes,precautions,pregnancy_lactation,product_id,red_flag_referral,renal_notes,safety_id,safety_ready,safety_source_level,serious_side_effects,source_ids,missing_fields
,,Glucosamine sulfate sodium,,,,,,BDS007739,,,safe_6bc11122e600,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Glucosamine sulfate sodium,,,,,,BDS007225,,,safe_bd7916bc6dc6,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Glucosamine Sulfate Sodium Chloride,,,,,,BDS001003,,,safe_3b76ca770476,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Glucosamine Sulphate,,,,,,BDS001705,,,safe_21e910027a53,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Bromhexine HCl,,,,,,BDS040631,,,safe_8fc18eaec0da,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Bromhexine HCl + Guaifenesin,,,,,,BDS008046,,,safe_fae14f63266e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ambroxol HCl,,,,,,BDS007196,,,safe_ce0ec064a39d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ambroxol HCl,,,,,,BDS007601,,,safe_1db31f0a6285,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Bisacodyl,,,,,,BDS008201,,,safe_291c7a3683d6,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Lactulose,,,,,,BDS007554,,,safe_91190892271c,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Bisacodyl + Dioctyl sodium sulfosuccinate,,,,,,BDS008768,,,safe_2247b5ada9e0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Finasteride,,,,,,BDS001975,,,safe_5246304dfc88,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Tinidazole,,,,,,BDS040003,,,safe_c9832ffe285e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Tinidazole,,,,,,BDS007954,,,safe_a7b7534bb131,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Dimenhydrinate,,,,,,BDS045662,,,safe_20313bdf132b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Spike Lavender Oil,,,,,,BDS048649,,,safe_a0524de05a1c,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS040613,,,safe_d83bf6ea05d2,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS007044,,,safe_6a0045128857,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS003108,,,safe_a675955ced52,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS003503,,,safe_a5a575b3660a,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Paracetamol,,,,,,BDS003654,,,safe_5d13b1589561,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simethicone,,,,,,BDS001014,,,safe_d3c20a098cad,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simethicone,,,,,,BDS001089,,,safe_d6f19a6f0e7d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simethicone,,,,,,BDS001085,,,safe_5bdc6e97bec0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simethicone,,,,,,BDS001088,,,safe_e82ded4ae6f3,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simethicone,,,,,,BDS001641,,,safe_b083a8cc2af6,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amitriptyline Hydrochloride,,,,,,BDS040030,,,safe_5caff8c001d5,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Pinene (Alpha + Beta) + Camphene + Cineol,,,,,,BDS004039,,,safe_f3c808fa0ba3,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Tranexamic Acid,,,,,,BDS007960,,,safe_c5f9151fe324,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amlodipine besylate,,,,,,BDS006069,,,safe_248b96de3aee,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amlodipine besylate,,,,,,BDS006070,,,safe_a5a57a151627,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amlodipine besilate,,,,,,BDS040008,,,safe_295bbcd6c496,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amlodipine besilate,,,,,,BDS040007,,,safe_278a239bf04f,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amlodipine besylate,,,,,,BDS001106,,,safe_bccfeacee99f,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amlodipine besylate,,,,,,BDS001096,,,safe_0bf9002a32ba,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Enalapril Maleate,,,,,,BDS001114,,,safe_042c23705dcc,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Enalapril Maleate,,,,,,BDS001113,,,safe_8b9281d5f1c4,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Propranolol HCl,,,,,,BDS007484,,,safe_40306c889b5b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Propranolol,,,,,,BDS001237,,,safe_116dd3486667,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Propranolol HCl,,,,,,BDS001281,,,safe_822233bc8490,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Candesartan Cilexetil,,,,,,BDS040634,,,safe_fac727d84f9a,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Candesartan cilexetil,,,,,,BDS001275,,,safe_4c6f7fa4cd70,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Carvedilol,,,,,,BDS041442,,,safe_6aca5e13ec81,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Metoprolol Tartrate,,,,,,BDS001415,,,safe_a43e509a9713,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Atenolol,,,,,,BDS006702,,,safe_d03028ca7af1,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Hydralazine HCl,,,,,,BDS001443,,,safe_f67ea20528e8,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Bisoprolol fumarate,,,,,,BDS001453,,,safe_9f669d3bb49b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Bisoprolol fumarate,,,,,,BDS001454,,,safe_7d25233afbb5,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Valsartan,,,,,,BDS042320,,,safe_1ce37f7d7351,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Valsartan,,,,,,BDS042319,,,safe_d8426e8c3918,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Enalapril Maleate,,,,,,BDS001845,,,safe_f97122f914a1,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Enalapril Maleate,,,,,,BDS001812,,,safe_52d7002c49cd,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amlodipine + Valsartan,,,,,,BDS042814,,,safe_dea9c02d6aaa,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Felodipine,,,,,,BDS043130,,,safe_c40389ca8e57,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Manidipine HCl,,,,,,BDS044317,,,safe_02753f4b6eda,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Losartan potassium,,,,,,BDS044532,,,safe_486dc95231a0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Losartan potassium,,,,,,BDS044546,,,safe_00ec925b5c2b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Losartan potassium,,,,,,BDS002549,,,safe_a3e1136c9162,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Losartan potassium,,,,,,BDS002522,,,safe_373f2efa5bb7,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Losartan potassium,,,,,,BDS006044,,,safe_d724c87494f5,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Minoxidil,,,,,,BDS007556,,,safe_4410e3c2f68a,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Manidipine HCl,,,,,,BDS003146,,,safe_7895476c3d1b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Manidipine HCl,,,,,,BDS002638,,,safe_d9a7e5e7e08f,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Nifedipine,,,,,,BDS002808,,,safe_fa641d6f9271,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Amlodipine besylate,,,,,,BDS002862,,,safe_6f446b16faae,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Felodipine,,,,,,BDS003174,,,safe_00539c738dc2,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Atenolol,,,,,,BDS003144,,,safe_e4f0904b5ea0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Atenolol,,,,,,BDS003140,,,safe_ac7f623c39a8,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Atenolol,,,,,,BDS003145,,,safe_9793f8c01770,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Losartan potassium,,,,,,BDS048635,,,safe_1b62f798153e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Losartan potassium,,,,,,BDS003703,,,safe_2d065cf29285,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Lercanidipine HCl,,,,,,BDS006259,,,safe_ac82efb2f7be,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Glimepiride,,,,,,BDS040006,,,safe_70e6d7ed6a2b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Glibenclamide,,,,,,BDS007131,,,safe_a335edc86dba,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Glibenclamide,,,,,,BDS001611,,,safe_e4927478b9a8,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Gliclazide,,,,,,BDS001639,,,safe_31d04a0c9425,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Glipizide,,,,,,BDS001649,,,safe_f8651ca5d1de,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Vildagliptin,,,,,,BDS043612,,,safe_7dd748447472,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Glipizide,,,,,,BDS043603,,,safe_1164ac1c0ec1,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Metformin HCI,,,,,,BDS002021,,,safe_a89f253dcfc2,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Metformin HCl,,,,,,BDS002035,,,safe_e70cc2f5042a,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Metformin HCl,,,,,,BDS043610,,,safe_07a3a34a00c8,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Metformin HCl,,,,,,BDS001959,,,safe_64c05d2925ec,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Glipizide,,,,,,BDS043611,,,safe_6564c24109c2,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Metformin HCl,,,,,,BDS044920,,,safe_aef16bc3443d,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Metformin HCl,,,,,,BDS006205,,,safe_0d82a72b65d3,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Metformin HCl,,,,,,BDS044902,,,safe_7d730eec9bb2,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Glipizide,,,,,,BDS002628,,,safe_ef5eaca1878a,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Metformin HCl,,,,,,BDS003612,,,safe_11369cdcbaef,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Metformin HCl,,,,,,BDS003614,,,safe_3629562cfdab,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Glibenclamide,,,,,,BDS006734,,,safe_98fc347574a3,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Atorvastatin Calcium,,,,,,BDS001960,,,safe_75a75e0e5bc9,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Atorvastatin Calcium,,,,,,BDS001945,,,safe_99e554493ba6,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Atorvastatin Calcium,,,,,,BDS001918,,,safe_fc28ef278f2b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simvastatin,,,,,,BDS001226,,,safe_ec4cbfc806a6,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simvastatin,,,,,,BDS001225,,,safe_adcd96eef50c,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simvastatin,,,,,,BDS001223,,,safe_d6e6f08d00b2,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Atorvastatin Calcium,,,,,,BDS041432,,,safe_d04092493321,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Fenofibrate,,,,,,BDS001922,,,safe_dbac683111c6,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Gemfibrozil,,,,,,BDS002132,,,safe_75d2cb96c6d2,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Gemfibrozil,,,,,,BDS002133,,,safe_07bd64244f02,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Fenofibrate,,,,,,BDS006466,,,safe_bddc44f507b5,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Atorvastatin,,,,,,BDS049670,,,safe_8147a414b559,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Atorvastatin,,,,,,BDS049671,,,safe_655cbc622f11,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simvastatin,,,,,,BDS004228,,,safe_687656a2fc12,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simvastatin,,,,,,BDS001222,,,safe_7120c06a9016,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simvastatin,,,,,,BDS049784,,,safe_0ce5cd74972b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simvastatin,,,,,,BDS006693,,,safe_ba266e842699,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Simvastatin,,,,,,BDS006691,,,safe_ce074e54e840,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Spironolactone,,,,,,BDS007005,,,safe_5e9ea13e5ee2,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Furosemide,,,,,,BDS001987,,,safe_888789b64a92,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Hydrochlorothiazide,,,,,,BDS006802,,,safe_ee970d083966,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Hydrochlorothiazide,,,,,,BDS006801,,,safe_acf24ecf3c50,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Hydrochlorothiazide,,,,,,BDS001480,,,safe_f16c83002bfc,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Hydrochlorothiazide + Amiloride HCl,,,,,,BDS002633,,,safe_d1767e811033,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Doxazosin,,,,,,BDS001439,,,safe_d609e2a2c910,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Doxazosin mesylate,,,,,,BDS001429,,,safe_d58cbdf02872,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Finasteride,,,,,,BDS002016,,,safe_282d87589971,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Doxazosin,,,,,,BDS046561,,,safe_622e1e8aabc9,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Phenytoin Sodium,,,,,,BDS001666,,,safe_1557ec937661,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Gabapentin,,,,,,BDS002047,,,safe_0cfdcd9758cb,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Gabapentin,,,,,,BDS002046,,,safe_268b121d3413,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Pregabalin,,,,,,BDS002561,,,safe_6163d08e3c9e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Pregabalin,,,,,,BDS002591,,,safe_607a073c15a0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Gabapentin,,,,,,BDS002863,,,safe_4ee28230433f,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Gabapentin,,,,,,BDS002823,,,safe_9de0383542c1,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Pregabalin,,,,,,BDS046516,,,safe_76e3b8cdd6b8,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Pregabalin,,,,,,BDS046517,,,safe_eb1b023b0afc,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Levothyroxine Sodium,,,,,,BDS042823,,,safe_208c39b774f0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Levothyroxine Sodium,,,,,,BDS042824,,,safe_db5e6b570e98,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Propylthiouracil,,,,,,BDS046506,,,safe_c0d6b77a8f38,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Methimazole,,,,,,BDS003746,,,safe_22d07e056500,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Allopurinol,,,,,,BDS007004,,,safe_4c667c6a1da0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Colchicine,,,,,,BDS001460,,,safe_bb0e586c1905,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Colchicine,,,,,,BDS008731,,,safe_04a875f2d8da,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Allopurinol,,,,,,BDS007613,,,safe_9b22c11b6fa0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Allopurinol,,,,,,BDS007611,,,safe_c586057cf016,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Colchicine,,,,,,BDS003732,,,safe_a4664d48837b,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Allopurinol,,,,,,BDS007312,,,safe_0ec916d488ef,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Clopidogrel,,,,,,BDS001107,,,safe_7a52e9e62417,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Aspirin,,,,,,BDS001070,,,safe_1d7ea27844bd,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Aspirin,,,,,,BDS001077,,,safe_21efe445f322,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Nicergoline,,,,,,BDS003651,,,safe_358afd852443,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Nicergoline,,,,,,BDS003652,,,safe_cdaa05100d86,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Orlistat,,,,,,BDS004151,,,safe_3665ddeb734c,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ferrous fumarate + Folic + Pyridoxine hydrochloride,,,,,,BDS043159,,,safe_f4e4ec42df4e,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ferrous Fumarate + Thiamine Mononitrate + Riboflavin + Cyanocobalamin,,,,,,BDS008045,,,safe_e81321f4e7b0,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Folic Acid,,,,,,BDS007123,,,safe_9f1c42b9b964,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Folic Acid,,,,,,BDS006704,,,safe_6d5583a83cf8,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Dried Ferrous Sulfate + Aneurine HCl + Pyridoxine HCl + Cyanocobalamin,,,,,,BDS002101,,,safe_cc66c5b7b6c7,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Vit.A 5 + Vit.D + Vit.E + Vit. C,,,,,,BDS003027,,,safe_0de96024440f,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Acerola Cherry Extract + Rosehips Extract + Cranberry Extract + Ascorbic Acid,,,,,,BDS040014,,,safe_11f980a2150a,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Vitamin C + Calcium,,,,,,BDS008321,,,safe_a17fd79474bc,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ascorbic acid + Sodium ascorbate + Calcium ascorbate + Bioflavonoids,,,,,,BDS001309,,,safe_db8b3344071f,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Ascorbic acid + Sodium ascorbate + Calcium ascorbate + Bioflavonoids,,,,,,BDS001308,,,safe_51760498ee30,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Vitamin C (Ascorbic acid + Calcium ascorbate ) + Bioflavonoids + Hesperidin,,,,,,BDS040622,,,safe_3249d2d0fea2,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Vit.C (Ascorbic acid + Sodium Ascorbate ),,,,,,BDS041434,,,safe_94192a41b306,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium Chloride,,,,,,BDS044313,,,safe_63220344fe82,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium Chloride,,,,,,BDS044321,,,safe_ea681c4b7906,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium Chloride,,,,,,BDS044320,,,safe_c6b10e577ef6,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium Chloride,,,,,,BDS044322,,,safe_d46563ce7a43,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium Chloride,,,,,,BDS004868,,,safe_e33d80f78ead,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium Chloride,,,,,,BDS045626,,,safe_88b03a9dda99,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
,,Sodium Chloride w/v,,,,,,BDS047669,,,safe_ef007d4494e1,False,workbook_seed_only,,,source-backed contraindications; interactions; side effects; pregnancy/renal/hepatic cautions
