adult_dose,adult_duration,adult_frequency,adult_max_dose,adult_route,disease_key,disease_name,dose_verified,duration_verified,final_rx_status,frequency_verified,generic_name,gold_regimen_row_id,icd10,indication_verified,line_of_therapy,modality,product_id,regimen_id,route_verified,safety_minimum_ready,source_ids,product_match_gap_reason
1 sachet in 150 mL water; sip frequently / after each loose stool,1–2 days,,,,gastroenteritis_mild_adult,Mild viral gastroenteritis,False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_1d2a1c835a86,,False,RX1,RX NOW,BDS008282,FRM0047,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 cap PO q8h,2–3 days,,,,gastroenteritis_mild_adult,Mild viral gastroenteritis,False,False,source_missing_hide_from_rx,False,Racecadotril 100 mg.,gold_regimen_45c05e83a27b,,False,SWAP2,SWAP,BDS043842,FRM0047,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet in 150 mL water; sip frequently / after each loose stool,1–2 days,,,,traveler_diarrhea_support_adult,"Traveler diarrhea support (mild, non-bloody)",False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_7ba2c973ae32,,False,RX1,RX NOW,BDS008282,FRM0048,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 cap PO q8h,2–3 days,,,,traveler_diarrhea_support_adult,"Traveler diarrhea support (mild, non-bloody)",False,False,source_missing_hide_from_rx,False,Racecadotril 100 mg.,gold_regimen_27eb5e1b47d2,,False,RX3,RX NOW,BDS043842,FRM0048,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet in 150 mL water; sip frequently / after each loose stool,1–2 days,,,,traveler_diarrhea_support_adult,"Traveler diarrhea support (mild, non-bloody)",False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_4b1bdb595d87,,False,RX1,RX NOW,BDS008282,FRM0048,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 cap PO q8h,2–3 days,,,,traveler_diarrhea_support_adult,"Traveler diarrhea support (mild, non-bloody)",False,False,source_missing_hide_from_rx,False,Racecadotril 100 mg.,gold_regimen_1a189cf982ad,,False,RX3,RX NOW,BDS043842,FRM0048,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet in 150 mL water; sip frequently / after each loose stool,1–2 days,,,,traveler_diarrhea_support_adult,"Traveler diarrhea support (mild, non-bloody)",False,False,source_missing_hide_from_rx,False,Glucose Anhydrous 3 g.+Sodium Chloride 0.53 g.+Potassium Chloride 0.23 g.+Sodium Citrate Dihydrate 0.44 g.,gold_regimen_7699197bbcce,,False,RX1,RX NOW,BDS008282,FRM0048,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 cap PO q8h,2–3 days,,,,traveler_diarrhea_support_adult,"Traveler diarrhea support (mild, non-bloody)",False,False,source_missing_hide_from_rx,False,Racecadotril 100 mg.,gold_regimen_e085d63cb668,,False,RX3,RX NOW,BDS043842,FRM0048,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 cap PO q4–6h PRN pain,3 days,,,,neck_shoulder_strain_adult,Neck / shoulder strain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_88f8b66b28c2,,False,RX1,RX NOW,BDS002042,FRM0051,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1–2 tabs PO q4–6h PRN pain,3 days,,,,neck_shoulder_strain_adult,Neck / shoulder strain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_356948d82d48,,False,SWAP2,SWAP,BDS003762,FRM0051,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO q4–6h PRN pain,3 days,,,,neck_shoulder_strain_adult,Neck / shoulder strain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_43c94ac3db88,,False,RX1,RX NOW,BDS002042,FRM0051,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1–2 tabs PO q4–6h PRN pain,3 days,,,,neck_shoulder_strain_adult,Neck / shoulder strain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_15c726bb92e9,,False,SWAP2,SWAP,BDS003762,FRM0051,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO q4–6h PRN pain,3 days,,,,neck_shoulder_strain_adult,Neck / shoulder strain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_c522ded32f42,,False,RX1,RX NOW,BDS002042,FRM0051,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1–2 tabs PO q4–6h PRN pain,3 days,,,,neck_shoulder_strain_adult,Neck / shoulder strain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_3996cf2450cc,,False,SWAP2,SWAP,BDS003762,FRM0051,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO q4–6h PRN pain,3 days,,,,low_back_pain_simple_adult,Simple low back pain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_c87a7c055b5b,,False,RX1,RX NOW,BDS002042,FRM0052,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1–2 tabs PO q4–6h PRN pain,3 days,,,,low_back_pain_simple_adult,Simple low back pain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_1a61dbb2437e,,False,SWAP2,SWAP,BDS003762,FRM0052,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO q4–6h PRN pain,3 days,,,,low_back_pain_simple_adult,Simple low back pain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_a49f1912b5e3,,False,RX1,RX NOW,BDS002042,FRM0052,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1–2 tabs PO q4–6h PRN pain,3 days,,,,low_back_pain_simple_adult,Simple low back pain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_f9553ed15359,,False,SWAP2,SWAP,BDS003762,FRM0052,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO q4–6h PRN pain,3 days,,,,low_back_pain_simple_adult,Simple low back pain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_7d453d84ad9c,,False,RX1,RX NOW,BDS002042,FRM0052,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1–2 tabs PO q4–6h PRN pain,3 days,,,,low_back_pain_simple_adult,Simple low back pain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_35bee9e86bfc,,False,SWAP2,SWAP,BDS003762,FRM0052,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO q4–6h PRN pain,3 days,,,,sprain_strain_mild_adult,Mild sprain / strain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_0888feef7383,,False,RX1,RX NOW,BDS002042,FRM0053,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1 cap PO q4–6h PRN pain,3 days,,,,sprain_strain_mild_adult,Mild sprain / strain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_3bc12d52c425,,False,RX1,RX NOW,BDS002042,FRM0053,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1 cap PO q4–6h PRN pain,3 days,,,,sprain_strain_mild_adult,Mild sprain / strain,False,False,source_missing_hide_from_rx,False,Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol,gold_regimen_8be578f66774,,False,RX1,RX NOW,BDS002042,FRM0053,False,False,,"DailyMed first-pack evidence found for 200 mg OTC ibuprofen label, but workbook row is 400 mg/combination or lacks exact strength/form match."
1–2 tabs PO q4–6h PRN pain,3 days,,,,knee_joint_pain_adult,Knee / localized joint pain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_dcb2f4b1a6a4,,False,SWAP2,SWAP,BDS003762,FRM0054,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,knee_joint_pain_adult,Knee / localized joint pain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_c73bf6b7dcbf,,False,SWAP2,SWAP,BDS003762,FRM0054,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,knee_joint_pain_adult,Knee / localized joint pain,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_25da62cd2b75,,False,SWAP2,SWAP,BDS003762,FRM0054,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,contact_dermatitis_adult,Contact dermatitis / irritant rash,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_d4f72d46921a,,False,RX1,RX NOW,BDS004213,FRM0055,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,contact_dermatitis_adult,Contact dermatitis / irritant rash,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_39b01c1c25f4,,False,SWAP2,SWAP,BDS003747,FRM0055,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,contact_dermatitis_adult,Contact dermatitis / irritant rash,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_e31b476c8d94,,False,RX1,RX NOW,BDS004213,FRM0055,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,contact_dermatitis_adult,Contact dermatitis / irritant rash,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_c914f3cf96d8,,False,SWAP2,SWAP,BDS003747,FRM0055,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,contact_dermatitis_adult,Contact dermatitis / irritant rash,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_59922bde0fc1,,False,RX1,RX NOW,BDS004213,FRM0055,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,contact_dermatitis_adult,Contact dermatitis / irritant rash,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_ed630ec179b8,,False,SWAP2,SWAP,BDS003747,FRM0055,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,urticaria_mild_adult,Mild urticaria / hives,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_810aedb1455d,,False,RX1,RX NOW,BDS004213,FRM0056,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,urticaria_mild_adult,Mild urticaria / hives,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_252f36e10a6f,,False,SWAP1,SWAP,BDS003747,FRM0056,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,urticaria_mild_adult,Mild urticaria / hives,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_3e69e95051eb,,False,RX1,RX NOW,BDS004213,FRM0056,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,urticaria_mild_adult,Mild urticaria / hives,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_7e9a41738c46,,False,SWAP1,SWAP,BDS003747,FRM0056,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,urticaria_mild_adult,Mild urticaria / hives,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_c9dfe963b455,,False,RX1,RX NOW,BDS004213,FRM0056,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,urticaria_mild_adult,Mild urticaria / hives,False,False,source_missing_hide_from_rx,False,Fexofenadine HCl 180 mg.,gold_regimen_47f0c92a98aa,,False,SWAP1,SWAP,BDS003747,FRM0056,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,pruritus_localized_adult,Localized pruritus,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_ce2453a02b2a,,False,RX1,RX NOW,BDS004213,FRM0057,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,pruritus_localized_adult,Localized pruritus,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_ed35ea614aab,,False,RX1,RX NOW,BDS004213,FRM0057,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD,5 days,,,,pruritus_localized_adult,Localized pruritus,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_82c47b5c6716,,False,RX1,RX NOW,BDS004213,FRM0057,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
apply thinly BID,7–14 days,,,,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,False,False,source_missing_hide_from_rx,False,Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,gold_regimen_95ad280c5cbd,,False,RX1,RX NOW,BDS001491,FRM0058,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD if itchy,5 days,,,,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_1065de476b76,,False,SWAP1,SWAP,BDS004213,FRM0058,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
apply thinly BID,7–14 days,,,,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,False,False,source_missing_hide_from_rx,False,Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,gold_regimen_5637f66ecfa3,,False,RX1,RX NOW,BDS001491,FRM0058,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD if itchy,5 days,,,,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_c8696582c042,,False,SWAP1,SWAP,BDS004213,FRM0058,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
apply thinly BID,7–14 days,,,,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,False,False,source_missing_hide_from_rx,False,Clotrimazole 1%+Betamethasone Dipropionate (eq. to Betamethasone 0.1%) w/w,gold_regimen_947d93f3e893,,False,RX1,RX NOW,BDS001491,FRM0058,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO OD if itchy,5 days,,,,tinea_corporis_localized_adult,Localized tinea corporis / fungal rash,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_84f22be0b25f,,False,SWAP1,SWAP,BDS004213,FRM0058,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,impetigo_localized_adult,Localized impetigo (topical-first),False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_b89b3b13fd3e,,False,SWAP1,SWAP,BDS002201,FRM0059,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,impetigo_localized_adult,Localized impetigo (topical-first),False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_c8eb75cf89de,,False,SWAP1,SWAP,BDS002201,FRM0059,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,impetigo_localized_adult,Localized impetigo (topical-first),False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_6b8b3dab4de6,,False,SWAP1,SWAP,BDS002201,FRM0059,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_5e71359233a1,,False,RX1,RX NOW,BDS004035,FRM0061,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_b0ae6e32cd70,,False,RX2,RX NOW,BDS001552,FRM0061,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_e764a57c645e,,False,SWAP1,SWAP,BDS003679,FRM0061,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_2b73915db4d3,,False,RX1,RX NOW,BDS004035,FRM0061,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_ef0c94644cc2,,False,RX2,RX NOW,BDS001552,FRM0061,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_62010dd84dda,,False,SWAP1,SWAP,BDS003679,FRM0061,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Sodium Hyaluronate 0.18% (Sodium Hyaluronate 1.8 mg.+Sodium Chloride 2.8 mg.+Potassium Chloride 1 mg.+Disodium Hydrogenphosphate 3.2 mg.+Sodium Citrate 0.3 mg.+Magnesium Chloride 0.09 mg.+Calcium Chloride 0.09 mg.),gold_regimen_4a331b34c526,,False,RX1,RX NOW,BDS004035,FRM0061,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Carboxymethylcellulose Sodium (CMC) 0.5%+Calcium Chloride+Magnesium Chloride+Potassium Chloride+Sodium Chloride+Sodium Lactate+Hydrochloric Acid+Sodium Hydroxide,gold_regimen_363ba42d1b07,,False,RX2,RX NOW,BDS001552,FRM0061,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 drops OU / affected eye PRN,5–7 days,,,,screen_related_dry_eye_adult,Screen-related dry eye,False,False,source_missing_hide_from_rx,False,Polyethylene Glycol 400 0.4%+Propylene Glycol 0.3%+Aminomethylpropanol+//Boric Acid+Hydroxypropyl guar+Potassium Chloride+Sodium Chloride+Sorbitol+Hydrochloric Acid+Sodium Hydroxide+Preservative (Polyquaternium-1 0.001%),gold_regimen_9ad8091cb044,,False,SWAP1,SWAP,BDS003679,FRM0061,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
irrigate / rinse nasal cavity PRN,5 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_1362e321bf98,,False,RX1,RX NOW,BDS044320,FRM0063,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO OD if allergy prominent,5 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_5ffe3e51d490,,False,SWAP1,SWAP,BDS004213,FRM0063,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
irrigate / rinse nasal cavity PRN,5 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_28226c8904e5,,False,RX1,RX NOW,BDS044320,FRM0063,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO OD if allergy prominent,5 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_10b698418826,,False,SWAP1,SWAP,BDS004213,FRM0063,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
irrigate / rinse nasal cavity PRN,5 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_e7d7623955b0,,False,RX1,RX NOW,BDS044320,FRM0063,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO OD if allergy prominent,5 days,,,,nasal_dryness_irritation_adult,Nasal dryness / irritation,False,False,source_missing_hide_from_rx,False,Cetirizine dihydrochloride 10 mg.,gold_regimen_a28ea97f8bcb,,False,SWAP1,SWAP,BDS004213,FRM0063,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO TID,3 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 8 mg.,gold_regimen_129c951ce0e1,,False,RX1,RX NOW,BDS001255,FRM0064,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO TID–QID,3 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Ambroxol HCl 30 mg.,gold_regimen_bf11aecb97f2,,False,RX2,RX NOW,BDS002655,FRM0064,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 eff tab PO OD,5 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Acetylcysteine 600 mg.,gold_regimen_4ac31f96fe5b,,False,SWAP1,SWAP,BDS002901,FRM0064,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO TID,3 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 8 mg.,gold_regimen_77872babcf8f,,False,RX1,RX NOW,BDS001255,FRM0064,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO TID–QID,3 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Ambroxol HCl 30 mg.,gold_regimen_dce1333b52b5,,False,RX2,RX NOW,BDS002655,FRM0064,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 eff tab PO OD,5 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Acetylcysteine 600 mg.,gold_regimen_17a02f082d7f,,False,SWAP1,SWAP,BDS002901,FRM0064,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO TID,3 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 8 mg.,gold_regimen_2d1044db3718,,False,RX1,RX NOW,BDS001255,FRM0064,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 tab PO TID–QID,3 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Ambroxol HCl 30 mg.,gold_regimen_9154fd88e554,,False,RX2,RX NOW,BDS002655,FRM0064,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 eff tab PO OD,5 days,,,,mild_mucolytic_support_adult,Mild wet cough / sputum support,False,False,source_missing_hide_from_rx,False,Acetylcysteine 600 mg.,gold_regimen_3c04a1d740cd,,False,SWAP1,SWAP,BDS002901,FRM0064,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
