adult_dose,adult_duration,adult_frequency,adult_max_dose,adult_route,disease_key,disease_name,dose_verified,duration_verified,final_rx_status,frequency_verified,generic_name,gold_regimen_row_id,icd10,indication_verified,line_of_therapy,modality,product_id,regimen_id,route_verified,safety_minimum_ready,source_ids,product_match_gap_reason
clean/rinse nasal cavity PRN,5 days,,,,allergic_rhinitis_peds,Pediatric allergic rhinitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_4e817822dda8,,False,RX2,RX NOW,BDS044320,FRM0086,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 tsp PO OD,5 days,,,,allergic_rhinitis_peds,Pediatric allergic rhinitis,False,False,source_missing_hide_from_rx,False,Cetirizine 2HCI 1 mg./1 ml.,gold_regimen_ffc681badc7d,,False,RX1,RX NOW,BDS004212,FRM0086,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
clean/rinse nasal cavity PRN,5 days,,,,allergic_rhinitis_peds,Pediatric allergic rhinitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_198a5c9250a0,,False,RX2,RX NOW,BDS044320,FRM0086,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 tsp PO OD,5 days,,,,allergic_rhinitis_peds,Pediatric allergic rhinitis,False,False,source_missing_hide_from_rx,False,Cetirizine 2HCI 1 mg./1 ml.,gold_regimen_901c6c2b7a69,,False,RX1,RX NOW,BDS004212,FRM0086,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
clean/rinse nasal cavity PRN,5 days,,,,allergic_rhinitis_peds,Pediatric allergic rhinitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_65e93abacf14,,False,RX2,RX NOW,BDS044320,FRM0086,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
2 tsp PO TID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Ambroxol HCl 15 mg./5 ml.,gold_regimen_51f05355e5db,,False,RX1,RX NOW,BDS002691,FRM0087,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
5 mL PO q6h PRN fever/pain,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_8b24ca774e7f,,False,RX2,RX NOW,BDS003763,FRM0087,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tsp PO TID–QID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,gold_regimen_e085e2c32301,,False,SWAP1,SWAP,BDS001257,FRM0087,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet dissolved PO TID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Acetylcysteine 100 mg./5 g.,gold_regimen_44a10bc0d0f1,,False,SWAP2,SWAP,BDS043123,FRM0087,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
2 tsp PO TID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Ambroxol HCl 15 mg./5 ml.,gold_regimen_63a8b1a19ee4,,False,RX1,RX NOW,BDS002691,FRM0087,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
5 mL PO q6h PRN fever/pain,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_703c5e12c67d,,False,RX2,RX NOW,BDS003763,FRM0087,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tsp PO TID–QID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,gold_regimen_5607ff652725,,False,SWAP1,SWAP,BDS001257,FRM0087,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet dissolved PO TID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Acetylcysteine 100 mg./5 g.,gold_regimen_a21575d42293,,False,SWAP2,SWAP,BDS043123,FRM0087,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
2 tsp PO TID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Ambroxol HCl 15 mg./5 ml.,gold_regimen_1360a6afee84,,False,RX1,RX NOW,BDS002691,FRM0087,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
5 mL PO q6h PRN fever/pain,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_57ac20ceee39,,False,RX2,RX NOW,BDS003763,FRM0087,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tsp PO TID–QID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,gold_regimen_3423dc70921f,,False,SWAP1,SWAP,BDS001257,FRM0087,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet dissolved PO TID,3 days,,,,uri_wet_cough_peds,Pediatric URI with wet cough,False,False,source_missing_hide_from_rx,False,Acetylcysteine 100 mg./5 g.,gold_regimen_26f1669e5fda,,False,SWAP2,SWAP,BDS043123,FRM0087,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 tsp PO TID–QID,3 days,,,,post_uri_cough_peds,Pediatric post-URI cough support,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,gold_regimen_93e8c5fca19a,,False,RX1,RX NOW,BDS001257,FRM0088,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet dissolved PO TID,3 days,,,,post_uri_cough_peds,Pediatric post-URI cough support,False,False,source_missing_hide_from_rx,False,Acetylcysteine 100 mg./5 g.,gold_regimen_4e854ed93edc,,False,SWAP1,SWAP,BDS043123,FRM0088,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 tsp PO TID–QID,3 days,,,,post_uri_cough_peds,Pediatric post-URI cough support,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,gold_regimen_3ed5f086eb00,,False,RX1,RX NOW,BDS001257,FRM0088,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet dissolved PO TID,3 days,,,,post_uri_cough_peds,Pediatric post-URI cough support,False,False,source_missing_hide_from_rx,False,Acetylcysteine 100 mg./5 g.,gold_regimen_1a96bc50fc7e,,False,SWAP1,SWAP,BDS043123,FRM0088,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1–2 tsp PO TID–QID,3 days,,,,post_uri_cough_peds,Pediatric post-URI cough support,False,False,source_missing_hide_from_rx,False,Bromhexine HCl 4 mg.+K guaiacolsulphonate 100 mg./5 ml.,gold_regimen_7c1d8d310663,,False,RX1,RX NOW,BDS001257,FRM0088,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
1 sachet dissolved PO TID,3 days,,,,post_uri_cough_peds,Pediatric post-URI cough support,False,False,source_missing_hide_from_rx,False,Acetylcysteine 100 mg./5 g.,gold_regimen_308fa009725a,,False,SWAP1,SWAP,BDS043123,FRM0088,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
clean/rinse nasal cavity PRN,5 days,,,,nasal_irritation_peds,Pediatric nasal irritation support,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_59727afe39b3,,False,RX1,RX NOW,BDS044320,FRM0089,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
clean/rinse nasal cavity PRN,5 days,,,,nasal_irritation_peds,Pediatric nasal irritation support,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_80dda7ab9edf,,False,RX1,RX NOW,BDS044320,FRM0089,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
clean/rinse nasal cavity PRN,5 days,,,,nasal_irritation_peds,Pediatric nasal irritation support,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_a010c4d03db8,,False,RX1,RX NOW,BDS044320,FRM0089,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
5 mL PO q6h PRN fever/pain,3 days,,,,viral_fever_peds_support,Pediatric viral fever support,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_b788087beb2c,,False,RX1,RX NOW,BDS003763,FRM0091,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
5 mL PO q6h PRN fever/pain,3 days,,,,viral_fever_peds_support,Pediatric viral fever support,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_312b348e6a96,,False,RX1,RX NOW,BDS003763,FRM0091,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
5 mL PO q6h PRN fever/pain,3 days,,,,viral_fever_peds_support,Pediatric viral fever support,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_28ae2ea377cb,,False,RX1,RX NOW,BDS003763,FRM0091,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
2.5 mL PO BID,5 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.,gold_regimen_a412205b5728,,False,RX1,RX NOW,BDS001047,FRM0096,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
clean/rinse nasal cavity PRN,5 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_dd3509768895,,False,RX2,RX NOW,BDS044320,FRM0096,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
2.5 mL PO BID,5 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.,gold_regimen_a7ebd6e9b7e6,,False,RX1,RX NOW,BDS001047,FRM0096,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
clean/rinse nasal cavity PRN,5 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_e8ee86b92591,,False,RX2,RX NOW,BDS044320,FRM0096,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
2.5 mL PO BID,5 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 400 mg.+Clavulanic Acid 57 mg./5 ml.,gold_regimen_2ecc366745fa,,False,RX1,RX NOW,BDS001047,FRM0096,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
clean/rinse nasal cavity PRN,5 days,,,,bacterial_sinusitis_peds,Pediatric bacterial sinusitis,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_47cb8b1b75d9,,False,RX2,RX NOW,BDS044320,FRM0096,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
5 mL PO BID,5 days,,,,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,gold_regimen_efb57588d6cb,,False,RX1,RX NOW,BDS001046,FRM0097,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
5 mL PO q6h PRN fever/pain,3 days,,,,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_94c38670a28e,,False,RX2,RX NOW,BDS003763,FRM0097,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
5 mL PO BID,5 days,,,,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,gold_regimen_7cd5cd2c9928,,False,RX1,RX NOW,BDS001046,FRM0097,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
5 mL PO q6h PRN fever/pain,3 days,,,,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_20181ba9b066,,False,RX2,RX NOW,BDS003763,FRM0097,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
5 mL PO BID,5 days,,,,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,gold_regimen_1ee35ca21c4c,,False,RX1,RX NOW,BDS001046,FRM0097,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
5 mL PO q6h PRN fever/pain,3 days,,,,bacterial_pharyngitis_peds,Pediatric bacterial pharyngitis / tonsillitis,False,False,source_missing_hide_from_rx,False,Paracetamol 160 mg./5 ml.,gold_regimen_6ac058d1a8f0,,False,RX2,RX NOW,BDS003763,FRM0097,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_5d5b3360e7a7,,False,RX2,RX NOW,BDS003762,FRM0098,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_bdb168d67440,,False,RX2,RX NOW,BDS003762,FRM0098,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,macrolide_respiratory_bacterial_adult,Respiratory bacterial row (macrolide-style alternative),False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_a09d1139aa97,,False,RX2,RX NOW,BDS003762,FRM0098,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,dental_infection_support_adult,Dental / gum bacterial infection support,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_615db903da9b,,False,RX1,RX NOW,BDS001103,FRM0099,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,dental_infection_support_adult,Dental / gum bacterial infection support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_8fe95059ffd8,,False,RX2,RX NOW,BDS003762,FRM0099,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,dental_infection_support_adult,Dental / gum bacterial infection support,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_5b42dcdfa588,,False,RX1,RX NOW,BDS001103,FRM0099,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,dental_infection_support_adult,Dental / gum bacterial infection support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_f8f7d5e34d36,,False,RX2,RX NOW,BDS003762,FRM0099,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,dental_infection_support_adult,Dental / gum bacterial infection support,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_55873400843c,,False,RX1,RX NOW,BDS001103,FRM0099,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,dental_infection_support_adult,Dental / gum bacterial infection support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_aa81e37f3af5,,False,RX2,RX NOW,BDS003762,FRM0099,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,infected_insect_bite_adult,Infected insect bite,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_9df8b3aefe1c,,False,RX1,RX NOW,BDS002201,FRM0100,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,infected_insect_bite_adult,Infected insect bite,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_83340b04bf22,,False,RX1,RX NOW,BDS002201,FRM0100,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,infected_insect_bite_adult,Infected insect bite,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_155ec8c428ef,,False,RX1,RX NOW,BDS002201,FRM0100,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
5 mL PO BID,5 days,,,,infected_insect_bite_peds,Pediatric infected insect bite,False,False,source_missing_hide_from_rx,False,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,gold_regimen_632ed16a47a2,,False,RX1,RX NOW,BDS001046,FRM0101,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
5 mL PO BID,5 days,,,,infected_insect_bite_peds,Pediatric infected insect bite,False,False,source_missing_hide_from_rx,False,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,gold_regimen_080bdc564537,,False,RX1,RX NOW,BDS001046,FRM0101,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
5 mL PO BID,5 days,,,,infected_insect_bite_peds,Pediatric infected insect bite,False,False,source_missing_hide_from_rx,False,Amoxicillin 200 mg.+Clavulanic Acid 28 mg./5 ml.,gold_regimen_99063756e34f,,False,RX1,RX NOW,BDS001046,FRM0101,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,cellulitis_mild_adult,Mild cellulitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_75956fb0625d,,False,RX1,RX NOW,BDS001103,FRM0102,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,cellulitis_mild_adult,Mild cellulitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_87f6f1980099,,False,RX2,RX NOW,BDS003762,FRM0102,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,cellulitis_mild_adult,Mild cellulitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_91939347ee31,,False,RX1,RX NOW,BDS001103,FRM0102,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,cellulitis_mild_adult,Mild cellulitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_ab177e95e0ea,,False,RX2,RX NOW,BDS003762,FRM0102,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,cellulitis_mild_adult,Mild cellulitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_dc1c11081eb3,,False,RX1,RX NOW,BDS001103,FRM0102,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN pain,3 days,,,,cellulitis_mild_adult,Mild cellulitis,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_ead3de148e16,,False,RX2,RX NOW,BDS003762,FRM0102,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_205750b9d800,,False,RX1,RX NOW,BDS002201,FRM0103,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_ef3342ecc769,,False,RX1,RX NOW,BDS002201,FRM0103,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,impetigo_oral_antibiotic_adult,Impetigo needing oral antibiotic,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_cb52ed657df9,,False,RX1,RX NOW,BDS002201,FRM0103,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,localized_folliculitis_adult,Localized folliculitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_ba07bbef3ca4,,False,SWAP1,SWAP,BDS002201,FRM0104,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,localized_folliculitis_adult,Localized folliculitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_9d8837fd614a,,False,SWAP1,SWAP,BDS002201,FRM0104,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,localized_folliculitis_adult,Localized folliculitis,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_35fd7c1d706c,,False,SWAP1,SWAP,BDS002201,FRM0104,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,infected_abrasion_adult,Infected abrasion,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_4fa82d021522,,False,SWAP1,SWAP,BDS002201,FRM0105,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,infected_abrasion_adult,Infected abrasion,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_2aa77cf41031,,False,SWAP1,SWAP,BDS002201,FRM0105,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 cap PO TID,5 days,,,,infected_abrasion_adult,Infected abrasion,False,False,source_missing_hide_from_rx,False,Amoxicillin 500 mg.,gold_regimen_1f60be049df4,,False,SWAP1,SWAP,BDS002201,FRM0105,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,infected_wound_oral_antibiotic_adult,Infected wound needing oral antibiotic,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_62e2ec667359,,False,RX1,RX NOW,BDS001103,FRM0111,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,infected_wound_oral_antibiotic_adult,Infected wound needing oral antibiotic,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_9bd511fef407,,False,RX1,RX NOW,BDS001103,FRM0111,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1 tab PO BID,5 days,,,,infected_wound_oral_antibiotic_adult,Infected wound needing oral antibiotic,False,False,source_missing_hide_from_rx,False,Amoxicillin 875 mg.+Clavulanic Acid 125 mg.,gold_regimen_d4f3b0c5d5f8,,False,RX1,RX NOW,BDS001103,FRM0111,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,penicillin_allergy_resp_support_adult,Penicillin-allergy respiratory bacterial support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_1ebfc2db2aad,,False,RX2,RX NOW,BDS003762,FRM0112,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,penicillin_allergy_resp_support_adult,Penicillin-allergy respiratory bacterial support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_ddebf6e88de2,,False,RX2,RX NOW,BDS003762,FRM0112,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
1–2 tabs PO q4–6h PRN fever/pain,3 days,,,,penicillin_allergy_resp_support_adult,Penicillin-allergy respiratory bacterial support,False,False,source_missing_hide_from_rx,False,Paracetamol 500 mg.,gold_regimen_1775d116c659,,False,RX2,RX NOW,BDS003762,FRM0112,False,False,,"Generic evidence exists, but this product/disease row lacks exact product, strength, form, route, or disease mapping evidence."
clean/rinse nasal cavity PRN,5 days,,,,bacterial_sinusitis_alt_adult,Bacterial sinusitis alternative antibiotic row,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_829e36adffd5,,False,RX2,RX NOW,BDS044320,FRM0113,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
clean/rinse nasal cavity PRN,5 days,,,,bacterial_sinusitis_alt_adult,Bacterial sinusitis alternative antibiotic row,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_547585975824,,False,RX2,RX NOW,BDS044320,FRM0113,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
clean/rinse nasal cavity PRN,5 days,,,,bacterial_sinusitis_alt_adult,Bacterial sinusitis alternative antibiotic row,False,False,source_missing_hide_from_rx,False,Sodium Chloride 0.9 g./100 ml.,gold_regimen_0e738fcd58e9,,False,RX2,RX NOW,BDS044320,FRM0113,False,False,,High-priority OPD row still needs accredited source evidence and product-specific match.
