query_id,priority,product_id,product_name,generic_name,disease_key,source_category,source_target,query,expected_fields,retrieval_status,notes
gq_a54abe9ef9fc,B,BDS043613,Gaviscon Advance sachet 10 ml [Sodium alginate Ph Eur 1000 mg.+Potassium bicarbonate 200 mg.+Calcium carbonate+Carbomer+Methyl (E218)+Propyl (E216)+อื่นๆ],Sodium alginate Ph Eur + Potassium bicarbonate + Calcium carbonate + Carbomer,,official_label,DailyMed/FDA/eMC,Sodium alginate Ph Eur + Potassium bicarbonate + Calcium carbonate + Carbomer DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_64f8d5d79c42,A,BDS002012,Gaviscon Dual Action bottle 150 ml [Sodium alginate 500 mg.+Sodium bicarbonate 213 mg.+Calcium carbonate 325 mg.],Sodium alginate + Sodium bicarbonate + Calcium carbonate,,product_label,Thai FDA/NDI,Sodium alginate + Sodium bicarbonate + Calcium carbonate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_05cade9b33af,B,BDS002012,Gaviscon Dual Action bottle 150 ml [Sodium alginate 500 mg.+Sodium bicarbonate 213 mg.+Calcium carbonate 325 mg.],Sodium alginate + Sodium bicarbonate + Calcium carbonate,,official_label,DailyMed/FDA/eMC,Sodium alginate + Sodium bicarbonate + Calcium carbonate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_fa47c8a1d1e1,A,BDS002033,Gaviscon Dual Action sachet 10 ml [Sodium alginate 500 mg.+Sodium bicarbonate 213 mg.+Calcium carbonate 325 mg.],Sodium alginate + Sodium bicarbonate + Calcium carbonate,,product_label,Thai FDA/NDI,Sodium alginate + Sodium bicarbonate + Calcium carbonate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_070a4a78b13e,B,BDS002033,Gaviscon Dual Action sachet 10 ml [Sodium alginate 500 mg.+Sodium bicarbonate 213 mg.+Calcium carbonate 325 mg.],Sodium alginate + Sodium bicarbonate + Calcium carbonate,,official_label,DailyMed/FDA/eMC,Sodium alginate + Sodium bicarbonate + Calcium carbonate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_08039b730157,A,BDS002014,Gaviscon Suspension bottle 150 ml [Sodium alginate 500 mg.+Sodium bicarbonate 267 mg./10 ml.],Sodium alginate + Sodium bicarbonate,,product_label,Thai FDA/NDI,Sodium alginate + Sodium bicarbonate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_3f22a06e7f9f,B,BDS002014,Gaviscon Suspension bottle 150 ml [Sodium alginate 500 mg.+Sodium bicarbonate 267 mg./10 ml.],Sodium alginate + Sodium bicarbonate,,official_label,DailyMed/FDA/eMC,Sodium alginate + Sodium bicarbonate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_6c7bd46e7d55,A,BDS002013,Gaviscon Suspension sachet 10 ml [Sodium alginate 500 mg.+Sodium bicarbonate 267 mg.+Calcium carbonate 160 mg./10 ml.],Sodium alginate + Sodium bicarbonate + Calcium carbonate,,product_label,Thai FDA/NDI,Sodium alginate + Sodium bicarbonate + Calcium carbonate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_39d12b43fc25,B,BDS002013,Gaviscon Suspension sachet 10 ml [Sodium alginate 500 mg.+Sodium bicarbonate 267 mg.+Calcium carbonate 160 mg./10 ml.],Sodium alginate + Sodium bicarbonate + Calcium carbonate,,official_label,DailyMed/FDA/eMC,Sodium alginate + Sodium bicarbonate + Calcium carbonate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_8ed8dfcbe381,A,BDS043606,Gaviscon Suspension กล่อง 4 ซอง [Sodium alginate 500 mg.+Sodium bicarbonate 267 mg.+Calcium carbonate 160 mg./10 ml.],Sodium alginate + Sodium bicarbonate + Calcium carbonate,,product_label,Thai FDA/NDI,Sodium alginate + Sodium bicarbonate + Calcium carbonate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_522b03f8d814,B,BDS043606,Gaviscon Suspension กล่อง 4 ซอง [Sodium alginate 500 mg.+Sodium bicarbonate 267 mg.+Calcium carbonate 160 mg./10 ml.],Sodium alginate + Sodium bicarbonate + Calcium carbonate,,official_label,DailyMed/FDA/eMC,Sodium alginate + Sodium bicarbonate + Calcium carbonate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_8ffa55aa3c0d,A,BDS001029,Maalox Alum Milk [Al(OH)3 4.4 g.+Mg(OH)2 2.4 g./100 ml.],Al 3 + Mg 2,,product_label,Thai FDA/NDI,Al 3 + Mg 2 Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_c7a93b544227,B,BDS001029,Maalox Alum Milk [Al(OH)3 4.4 g.+Mg(OH)2 2.4 g./100 ml.],Al 3 + Mg 2,,official_label,DailyMed/FDA/eMC,Al 3 + Mg 2 DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ab425bf49649,A,BDS003565,Sucrate Gel [Sucralfate gel 1 g.],Sucralfate gel,,product_label,Thai FDA/NDI,Sucralfate gel Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_db8bdcbdd174,B,BDS003565,Sucrate Gel [Sucralfate gel 1 g.],Sucralfate gel,,official_label,DailyMed/FDA/eMC,Sucralfate gel DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e131d8965d00,A,BDS003918,Ulcefate Suspension bottle 240 ml [Sucralfate 1 g./5 ml.],Sucralfate,,product_label,Thai FDA/NDI,Sucralfate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f2a075354ea9,B,BDS003918,Ulcefate Suspension bottle 240 ml [Sucralfate 1 g./5 ml.],Sucralfate,,official_label,DailyMed/FDA/eMC,Sucralfate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_3a6420907946,A,BDS003917,Ulcefate Suspension bottle 60 ml [Sucralfate 1 g./5 ml.],Sucralfate,,product_label,Thai FDA/NDI,Sucralfate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_a717e97f32f9,B,BDS003917,Ulcefate Suspension bottle 60 ml [Sucralfate 1 g./5 ml.],Sucralfate,,official_label,DailyMed/FDA/eMC,Sucralfate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_a1cd7985232f,A,BDS003915,Ulcefate Suspension sachet 5 ml [Sucralfate 1 g.],Sucralfate,,product_label,Thai FDA/NDI,Sucralfate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_d677aeecb3e9,B,BDS003915,Ulcefate Suspension sachet 5 ml [Sucralfate 1 g.],Sucralfate,,official_label,DailyMed/FDA/eMC,Sucralfate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_18d504566d8b,A,BDS007951,Ziga Gel [Al(OH)3 900 mg.+Mg(OH)2 400 mg.+Simethicone 70 mg./15 ml.],Al 3 + Mg 2 + Simethicone,,product_label,Thai FDA/NDI,Al 3 + Mg 2 + Simethicone Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_8ce670b7fd8e,B,BDS007951,Ziga Gel [Al(OH)3 900 mg.+Mg(OH)2 400 mg.+Simethicone 70 mg./15 ml.],Al 3 + Mg 2 + Simethicone,,official_label,DailyMed/FDA/eMC,Al 3 + Mg 2 + Simethicone DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_b98576252906,A,BDS001013,Air-X Drops [Simethicone 40 mg./0.6 ml.],Simethicone,,product_label,Thai FDA/NDI,Simethicone Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_07390bee633d,B,BDS001013,Air-X Drops [Simethicone 40 mg./0.6 ml.],Simethicone,,official_label,DailyMed/FDA/eMC,Simethicone DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ac781e11da3f,A,BDS002631,Mixt.Carminative (GPO) 180 ml [Cardamon Tincture 1.80 ml.+Capsicum Tincture 0.06 ml.+Ginger Tincture 0.024 ml./15 ml.],Cardamon Tincture + Capsicum Tincture + Ginger Tincture,,product_label,Thai FDA/NDI,Cardamon Tincture + Capsicum Tincture + Ginger Tincture Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_5c5c3d99201b,B,BDS002631,Mixt.Carminative (GPO) 180 ml [Cardamon Tincture 1.80 ml.+Capsicum Tincture 0.06 ml.+Ginger Tincture 0.024 ml./15 ml.],Cardamon Tincture + Capsicum Tincture + Ginger Tincture,,official_label,DailyMed/FDA/eMC,Cardamon Tincture + Capsicum Tincture + Ginger Tincture DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_8ee359324a36,A,BDS002632,Mixt.Carminative (GPO) 450 ml [Cardamon Tincture 1.80 ml.+Capsicum Tincture 0.06 ml.+Ginger Tincture 0.024 ml./15 ml.],Cardamon Tincture + Capsicum Tincture + Ginger Tincture,,product_label,Thai FDA/NDI,Cardamon Tincture + Capsicum Tincture + Ginger Tincture Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_6f827c9e7445,B,BDS002632,Mixt.Carminative (GPO) 450 ml [Cardamon Tincture 1.80 ml.+Capsicum Tincture 0.06 ml.+Ginger Tincture 0.024 ml./15 ml.],Cardamon Tincture + Capsicum Tincture + Ginger Tincture,,official_label,DailyMed/FDA/eMC,Cardamon Tincture + Capsicum Tincture + Ginger Tincture DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_96430052bd95,A,BDS007967,Ziga Gas [เปล้าน้อย+สมุลแว้ง+ขมิ้นชัน+กานพลู+ลูกกระวาน+เกล็ดสะระแหน่],เปล้าน้อย + สมุลแว้ง + ขมิ้นชัน + กานพลู,,product_label,Thai FDA/NDI,เปล้าน้อย + สมุลแว้ง + ขมิ้นชัน + กานพลู Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_4855492e8a25,B,BDS007967,Ziga Gas [เปล้าน้อย+สมุลแว้ง+ขมิ้นชัน+กานพลู+ลูกกระวาน+เกล็ดสะระแหน่],เปล้าน้อย + สมุลแว้ง + ขมิ้นชัน + กานพลู,,official_label,DailyMed/FDA/eMC,เปล้าน้อย + สมุลแว้ง + ขมิ้นชัน + กานพลู DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_70e5380c7f43,A,BDS006664,Baclofen [Baclofen 10 mg.],Baclofen,,product_label,Thai FDA/NDI,Baclofen Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_7b52d0b91781,B,BDS006664,Baclofen [Baclofen 10 mg.],Baclofen,,official_label,DailyMed/FDA/eMC,Baclofen DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d8601c70a856,A,BDS001271,Biocalm [Tolperisone 50 mg.],Tolperisone,,product_label,Thai FDA/NDI,Tolperisone Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_c16c638b68e2,B,BDS001271,Biocalm [Tolperisone 50 mg.],Tolperisone,,official_label,DailyMed/FDA/eMC,Tolperisone DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_f633dc1243fc,A,BDS007049,Cenasic [Paracetamol 450 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,product_label,Thai FDA/NDI,Paracetamol + Orphenadrine Citrate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_8f7dad51ca76,B,BDS007049,Cenasic [Paracetamol 450 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,official_label,DailyMed/FDA/eMC,Paracetamol + Orphenadrine Citrate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_38439be0f389,A,BDS041455,Corilax tabslet [Paracetamol 450 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,product_label,Thai FDA/NDI,Paracetamol + Orphenadrine Citrate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f5cc6d9f3045,B,BDS041455,Corilax tabslet [Paracetamol 450 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,official_label,DailyMed/FDA/eMC,Paracetamol + Orphenadrine Citrate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_681ddf278570,A,BDS003410,M-Calm tabslet [Tolperisone Hydrochloride 50 mg.],Tolperisone Hydrochloride,,product_label,Thai FDA/NDI,Tolperisone Hydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f8dbc16a3e19,B,BDS003410,M-Calm tabslet [Tolperisone Hydrochloride 50 mg.],Tolperisone Hydrochloride,,official_label,DailyMed/FDA/eMC,Tolperisone Hydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_944520e2dee4,A,BDS044932,Muslexac [Paracetamol 500 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,product_label,Thai FDA/NDI,Paracetamol + Orphenadrine Citrate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_23fbb9b2fb68,B,BDS044932,Muslexac [Paracetamol 500 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,official_label,DailyMed/FDA/eMC,Paracetamol + Orphenadrine Citrate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_3c604a6f369c,A,BDS007571,Musolax [Eperisone hydrochloride 50 mg.],Eperisone hydrochloride,,product_label,Thai FDA/NDI,Eperisone hydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f6e6d911836e,B,BDS007571,Musolax [Eperisone hydrochloride 50 mg.],Eperisone hydrochloride,,official_label,DailyMed/FDA/eMC,Eperisone hydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_fad4bdcea6d6,A,BDS002652,Mydocalm [Tolperisone 50 mg.],Tolperisone,,product_label,Thai FDA/NDI,Tolperisone Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_8dd495934b9d,B,BDS002652,Mydocalm [Tolperisone 50 mg.],Tolperisone,,official_label,DailyMed/FDA/eMC,Tolperisone DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_625ebf3e6920,A,BDS002701,Myonal 50 mg [Eperisone hydrochloride 50 mg.],Eperisone hydrochloride,,product_label,Thai FDA/NDI,Eperisone hydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_46e3999a6ed7,B,BDS002701,Myonal 50 mg [Eperisone hydrochloride 50 mg.],Eperisone hydrochloride,,official_label,DailyMed/FDA/eMC,Eperisone hydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_aca2a305fafb,A,BDS007752,Noraphen [Paracetamol 500 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,product_label,Thai FDA/NDI,Paracetamol + Orphenadrine Citrate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_851e30c296a4,B,BDS007752,Noraphen [Paracetamol 500 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,official_label,DailyMed/FDA/eMC,Paracetamol + Orphenadrine Citrate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_a10f19d47cff,A,BDS002840,Norgesic [Paracetamol 450 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,product_label,Thai FDA/NDI,Paracetamol + Orphenadrine Citrate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_1ab829eb8e19,B,BDS002840,Norgesic [Paracetamol 450 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,official_label,DailyMed/FDA/eMC,Paracetamol + Orphenadrine Citrate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_cdf14d93265d,A,BDS045616,Norpa tabslets [Paracetamol 450 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,product_label,Thai FDA/NDI,Paracetamol + Orphenadrine Citrate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_25deb299ddb9,B,BDS045616,Norpa tabslets [Paracetamol 450 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,official_label,DailyMed/FDA/eMC,Paracetamol + Orphenadrine Citrate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_51ecbbd63d3a,A,BDS003571,Soneriper M [Tolperisone Hydrochloride 50 mg.],Tolperisone Hydrochloride,,product_label,Thai FDA/NDI,Tolperisone Hydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_9ecb72187e20,B,BDS003571,Soneriper M [Tolperisone Hydrochloride 50 mg.],Tolperisone Hydrochloride,,official_label,DailyMed/FDA/eMC,Tolperisone Hydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_ba3cb224d735,A,BDS048632,Torrent [Paracetamol 450 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,product_label,Thai FDA/NDI,Paracetamol + Orphenadrine Citrate Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_6f7aec78c95b,B,BDS048632,Torrent [Paracetamol 450 mg.+Orphenadrine Citrate 35 mg.],Paracetamol + Orphenadrine Citrate,,official_label,DailyMed/FDA/eMC,Paracetamol + Orphenadrine Citrate DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_00a9678d478f,A,BDS002637,Motilium Oral Suspension [Domperidone 1 mg./1 ml.],Domperidone,,product_label,Thai FDA/NDI,Domperidone Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_cbe8ad2ea511,B,BDS002637,Motilium Oral Suspension [Domperidone 1 mg./1 ml.],Domperidone,,official_label,DailyMed/FDA/eMC,Domperidone DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_36b096c8aa56,A,BDS046503,Patilum Oral Suspension [Domperidone 1 mg./1 ml.],Domperidone,,product_label,Thai FDA/NDI,Domperidone Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_64dbdb2273ac,B,BDS046503,Patilum Oral Suspension [Domperidone 1 mg./1 ml.],Domperidone,,official_label,DailyMed/FDA/eMC,Domperidone DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_cfdda4875a68,A,BDS008001,Actrim [Trimethoprim 80 mg.+Sulfamethoxazole 400 mg.],Trimethoprim + Sulfamethoxazole,,product_label,Thai FDA/NDI,Trimethoprim + Sulfamethoxazole Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_86c556ab7ae6,B,BDS008001,Actrim [Trimethoprim 80 mg.+Sulfamethoxazole 400 mg.],Trimethoprim + Sulfamethoxazole,,official_label,DailyMed/FDA/eMC,Trimethoprim + Sulfamethoxazole DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_4ce1acc86dec,A,BDS001072,Avelox tabslet [Moxifloxacin Hydrochloride 400 mg.],Moxifloxacin Hydrochloride,,product_label,Thai FDA/NDI,Moxifloxacin Hydrochloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_5317455cd21c,B,BDS001072,Avelox tabslet [Moxifloxacin Hydrochloride 400 mg.],Moxifloxacin Hydrochloride,,official_label,DailyMed/FDA/eMC,Moxifloxacin Hydrochloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d8eaf703af14,A,BDS001496,Cifloxin 500 mg [Ciprofloxacin 500 mg.],Ciprofloxacin,,product_label,Thai FDA/NDI,Ciprofloxacin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_96b63960303c,B,BDS001496,Cifloxin 500 mg [Ciprofloxacin 500 mg.],Ciprofloxacin,,official_label,DailyMed/FDA/eMC,Ciprofloxacin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_9a8678e90841,A,BDS041409,Cipflocin 500 mg [Ciprofloxacin 500 mg.],Ciprofloxacin,,product_label,Thai FDA/NDI,Ciprofloxacin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_df55aaac2d0b,B,BDS041409,Cipflocin 500 mg [Ciprofloxacin 500 mg.],Ciprofloxacin,,official_label,DailyMed/FDA/eMC,Ciprofloxacin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_13d3886af6e3,A,BDS008114,Ciproxin-500 [Ciprofloxacin 500 mg.],Ciprofloxacin,,product_label,Thai FDA/NDI,Ciprofloxacin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_63d276ee9822,B,BDS008114,Ciproxin-500 [Ciprofloxacin 500 mg.],Ciprofloxacin,,official_label,DailyMed/FDA/eMC,Ciprofloxacin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_bda4e49c1c03,A,BDS001548,Cravit 500 mg [Levofloxacin 500 mg.],Levofloxacin,,product_label,Thai FDA/NDI,Levofloxacin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_3fb5578d6b5a,B,BDS001548,Cravit 500 mg [Levofloxacin 500 mg.],Levofloxacin,,official_label,DailyMed/FDA/eMC,Levofloxacin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_50427e9b8bad,A,BDS008681,Levomac 500 [Levofloxacin 500 mg.],Levofloxacin,,product_label,Thai FDA/NDI,Levofloxacin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_322976ed19ff,B,BDS008681,Levomac 500 [Levofloxacin 500 mg.],Levofloxacin,,official_label,DailyMed/FDA/eMC,Levofloxacin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d86ddd506c3d,A,BDS007591,Noflox-400 [Norfloxacin 400 mg.],Norfloxacin,,product_label,Thai FDA/NDI,Norfloxacin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_8d50bec5680f,B,BDS007591,Noflox-400 [Norfloxacin 400 mg.],Norfloxacin,,official_label,DailyMed/FDA/eMC,Norfloxacin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_27556e12df0b,A,BDS007751,Norfloxyl-400 [Norfloxacin 400 mg.],Norfloxacin,,product_label,Thai FDA/NDI,Norfloxacin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f84d4160375e,B,BDS007751,Norfloxyl-400 [Norfloxacin 400 mg.],Norfloxacin,,official_label,DailyMed/FDA/eMC,Norfloxacin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_cae7e5aa3041,A,BDS009086,Norxacin 400 mg [Norfloxacin 400 mg.],Norfloxacin,,product_label,Thai FDA/NDI,Norfloxacin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_c70c3669bb9c,B,BDS009086,Norxacin 400 mg [Norfloxacin 400 mg.],Norfloxacin,,official_label,DailyMed/FDA/eMC,Norfloxacin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_63d265adb402,A,BDS007971,Oflomac-200 [Ofloxacin 200 mg.],Ofloxacin,,product_label,Thai FDA/NDI,Ofloxacin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_32340273b2be,B,BDS007971,Oflomac-200 [Ofloxacin 200 mg.],Ofloxacin,,official_label,DailyMed/FDA/eMC,Ofloxacin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_fddecc2ba94d,A,BDS007238,Proflox 500 mg [Ciprofloxacin 500 mg.],Ciprofloxacin,,product_label,Thai FDA/NDI,Ciprofloxacin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_6eb702178bfe,B,BDS007238,Proflox 500 mg [Ciprofloxacin 500 mg.],Ciprofloxacin,,official_label,DailyMed/FDA/eMC,Ciprofloxacin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_b63746f6c410,A,BDS047662,Sixime [Cefixime 100 mg.],Cefixime,,product_label,Thai FDA/NDI,Cefixime Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_0b44034598ee,B,BDS047662,Sixime [Cefixime 100 mg.],Cefixime,,official_label,DailyMed/FDA/eMC,Cefixime DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_8aa63b3feb58,A,BDS007311,Xacin [Norfloxacin 400 mg.],Norfloxacin,,product_label,Thai FDA/NDI,Norfloxacin Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_0450285f6ea5,B,BDS007311,Xacin [Norfloxacin 400 mg.],Norfloxacin,,official_label,DailyMed/FDA/eMC,Norfloxacin DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_824471de8ee0,A,BDS042357,"Difflam รสน้ำผึ้งมะนาวผสมโพรโพลิส [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl alcohol + Amylmetacresol,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl alcohol + Amylmetacresol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f0225d743dda,B,BDS042357,"Difflam รสน้ำผึ้งมะนาวผสมโพรโพลิส [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl alcohol + Amylmetacresol,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl alcohol + Amylmetacresol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_3904b15d0eef,A,BDS042358,"Difflam รสส้มผสมวิตามินซี [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vit.C 100 mg.]",2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Vit.C,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Vit.C Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_673bf357d927,B,BDS042358,"Difflam รสส้มผสมวิตามินซี [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vit.C 100 mg.]",2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Vit.C,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Vit.C DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_f8389b099935,A,BDS044922,"Mybacin OTC Mint [2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก.+เอมิลเมเทครีซอล 0.6 มก.]",2 + 4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมเทครีซอล 0.6 มก,,product_label,Thai FDA/NDI,2 + 4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมเทครีซอล 0.6 มก Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_ca8d23297e02,B,BDS044922,"Mybacin OTC Mint [2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก.+เอมิลเมเทครีซอล 0.6 มก.]",2 + 4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมเทครีซอล 0.6 มก,,official_label,DailyMed/FDA/eMC,2 + 4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมเทครีซอล 0.6 มก DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_2c212ec3a238,A,BDS003574,"Strepsils Citrus Lemon SF HHR ซอง 6s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
