query_id,priority,product_id,product_name,generic_name,disease_key,source_category,source_target,query,expected_fields,retrieval_status,notes
gq_e8564913954c,B,BDS003574,"Strepsils Citrus Lemon SF HHR ซอง 6s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_f19c211e9ab4,A,BDS003578,"Strepsils Citrus Lemon Sugar Free กล่อง 16s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_c2888e11d1a8,B,BDS003578,"Strepsils Citrus Lemon Sugar Free กล่อง 16s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_5ac577394fb1,A,BDS003661,"Strepsils Cool กล่อง 24s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Menthol 7.0 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Menthol,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Menthol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_a2e9cfbf48a2,B,BDS003661,"Strepsils Cool กล่อง 24s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Menthol 7.0 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Menthol,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Menthol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_7df71fbf3d9c,A,BDS003554,"Strepsils Cool ซอง 8s [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Menthol 7.0 mg.]",2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Menthol,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Menthol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_ab325588b26b,B,BDS003554,"Strepsils Cool ซอง 8s [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Menthol 7.0 mg.]",2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Menthol,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Menthol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_67fa0219bba6,A,BDS003590,"Strepsils Honey & Lemon HHR ซอง 8s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_5ee17ed84338,B,BDS003590,"Strepsils Honey & Lemon HHR ซอง 8s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_48c9e3d25c58,A,BDS003582,"Strepsils Honey & Lemon กล่อง 24s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_0ed9693979f9,B,BDS003582,"Strepsils Honey & Lemon กล่อง 24s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d8a5ea3e80ad,A,BDS003555,"Strepsils Orange+Vitamin C HHR ซอง 8s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_1009febf9340,B,BDS003555,"Strepsils Orange+Vitamin C HHR ซอง 8s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_6c2a5f1cdd14,A,BDS003556,"Strepsils Orange+Vitamin C กล่อง 24s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_cf54f179cd12,B,BDS003556,"Strepsils Orange+Vitamin C กล่อง 24s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_60dbb6d1b1d7,A,BDS003583,"Strepsils Original HHR (เม็ดแดง) กล่อง 24s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_367e94cefe73,B,BDS003583,"Strepsils Original HHR (เม็ดแดง) กล่อง 24s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_91588047688e,A,BDS003551,"Strepsils Original HHR (เม็ดแดง) ซอง 8s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_21381080aaf9,B,BDS003551,"Strepsils Original HHR (เม็ดแดง) ซอง 8s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_c37aeea16db2,A,BDS003777,Throatsil รสน้ำผึ้งมะนาว ซอง 8s [Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.],Dichlorobenzyl alcohol + Amylmetacresol,,product_label,Thai FDA/NDI,Dichlorobenzyl alcohol + Amylmetacresol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_eaf269106f79,B,BDS003777,Throatsil รสน้ำผึ้งมะนาว ซอง 8s [Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.],Dichlorobenzyl alcohol + Amylmetacresol,,official_label,DailyMed/FDA/eMC,Dichlorobenzyl alcohol + Amylmetacresol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_7fcc096f2433,A,BDS003790,Throatsil รสเมนทอล ซอง 8s [Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.],Dichlorobenzyl alcohol + Amylmetacresol,,product_label,Thai FDA/NDI,Dichlorobenzyl alcohol + Amylmetacresol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_d2a60169aa70,B,BDS003790,Throatsil รสเมนทอล ซอง 8s [Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.],Dichlorobenzyl alcohol + Amylmetacresol,,official_label,DailyMed/FDA/eMC,Dichlorobenzyl alcohol + Amylmetacresol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_6bbdba817849,A,BDS003802,Throatsil รสส้ม กล่อง 24s [Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.],Dichlorobenzyl alcohol + Amylmetacresol + Vitamin C,,product_label,Thai FDA/NDI,Dichlorobenzyl alcohol + Amylmetacresol + Vitamin C Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_a9c586704a14,B,BDS003802,Throatsil รสส้ม กล่อง 24s [Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.],Dichlorobenzyl alcohol + Amylmetacresol + Vitamin C,,official_label,DailyMed/FDA/eMC,Dichlorobenzyl alcohol + Amylmetacresol + Vitamin C DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_743d6047546d,A,BDS003775,Throatsil รสส้ม ซอง 8s [Dichlorobenzyl alcolhol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.],Dichlorobenzyl alcolhol + Amylmetacresol + Vitamin C,,product_label,Thai FDA/NDI,Dichlorobenzyl alcolhol + Amylmetacresol + Vitamin C Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_8e7182c4e643,B,BDS003775,Throatsil รสส้ม ซอง 8s [Dichlorobenzyl alcolhol 1.2 mg.+Amylmetacresol 0.6 mg.+Vitamin C 100 mg.],Dichlorobenzyl alcolhol + Amylmetacresol + Vitamin C,,official_label,DailyMed/FDA/eMC,Dichlorobenzyl alcolhol + Amylmetacresol + Vitamin C DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e9303a46062e,A,BDS040016,Adavil F/C tabslets [Ibuprofen 400 mg.],Ibuprofen,,product_label,Thai FDA/NDI,Ibuprofen Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_593f09dabcfd,B,BDS040016,Adavil F/C tabslets [Ibuprofen 400 mg.],Ibuprofen,,official_label,DailyMed/FDA/eMC,Ibuprofen DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_1129d3d0d2bf,A,BDS040623,Brusoft 400 [Ibuprofen 400 mg.],Ibuprofen,,product_label,Thai FDA/NDI,Ibuprofen Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_ad7340e348c8,B,BDS040623,Brusoft 400 [Ibuprofen 400 mg.],Ibuprofen,,official_label,DailyMed/FDA/eMC,Ibuprofen DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d008293199bf,A,BDS040629,Brustan [Ibuprofen 400 mg.+Paracetamol 325 mg.],Ibuprofen + Paracetamol,,product_label,Thai FDA/NDI,Ibuprofen + Paracetamol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_598a32aac383,B,BDS040629,Brustan [Ibuprofen 400 mg.+Paracetamol 325 mg.],Ibuprofen + Paracetamol,,official_label,DailyMed/FDA/eMC,Ibuprofen + Paracetamol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_6f24110bdaa6,A,BDS007040,Cefen 400P [Ibuprofen 400 mg.],Ibuprofen,,product_label,Thai FDA/NDI,Ibuprofen Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_e0d9a9fab1e0,B,BDS007040,Cefen 400P [Ibuprofen 400 mg.],Ibuprofen,,official_label,DailyMed/FDA/eMC,Ibuprofen DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_078d1b6ed796,A,BDS001618,Duran [Ibuprofen 400 mg.],Ibuprofen,,product_label,Thai FDA/NDI,Ibuprofen Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_c333cc9ccc4a,B,BDS001618,Duran [Ibuprofen 400 mg.],Ibuprofen,,official_label,DailyMed/FDA/eMC,Ibuprofen DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_dd9a3bcf77d5,A,BDS002042,Gofen 400 [Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol],Ibuprofen + Polyethylene 400 + Porpylene Glycol,,product_label,Thai FDA/NDI,Ibuprofen + Polyethylene 400 + Porpylene Glycol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_afa369c3ae73,B,BDS002042,Gofen 400 [Ibuprofen 400 mg.+Polyethylene 400+Porpylene Glycol],Ibuprofen + Polyethylene 400 + Porpylene Glycol,,official_label,DailyMed/FDA/eMC,Ibuprofen + Polyethylene 400 + Porpylene Glycol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_7da46f047c70,A,BDS002036,Greatofen-400 mg [Ibuprofen 400 mg.],Ibuprofen,,product_label,Thai FDA/NDI,Ibuprofen Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_37560a37ee47,B,BDS002036,Greatofen-400 mg [Ibuprofen 400 mg.],Ibuprofen,,official_label,DailyMed/FDA/eMC,Ibuprofen DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_e0b62de1fafa,A,BDS007161,Ibuman-Plus [Ibuprofen 400 mg.+Paracetamol 325 mg.],Ibuprofen + Paracetamol,,product_label,Thai FDA/NDI,Ibuprofen + Paracetamol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_20fae57eef54,B,BDS007161,Ibuman-Plus [Ibuprofen 400 mg.+Paracetamol 325 mg.],Ibuprofen + Paracetamol,,official_label,DailyMed/FDA/eMC,Ibuprofen + Paracetamol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_0574ea7aa31a,A,BDS007165,Kintal B [Ibuprofen 400 mg.+Paracetamol 325 mg.],Ibuprofen + Paracetamol,,product_label,Thai FDA/NDI,Ibuprofen + Paracetamol Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_f0c79370344f,B,BDS007165,Kintal B [Ibuprofen 400 mg.+Paracetamol 325 mg.],Ibuprofen + Paracetamol,,official_label,DailyMed/FDA/eMC,Ibuprofen + Paracetamol DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_a8da1e4dcdfc,A,BDS045600,Nurofen Zavance [Ibuprofen 400 mg],Ibuprofen,,product_label,Thai FDA/NDI,Ibuprofen Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_3cd3fd376738,B,BDS045600,Nurofen Zavance [Ibuprofen 400 mg],Ibuprofen,,official_label,DailyMed/FDA/eMC,Ibuprofen DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_c3432a254db1,A,BDS002846,Nurofen-400 [Ibuprofen 400 mg.],Ibuprofen,,product_label,Thai FDA/NDI,Ibuprofen Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_4e65a3985280,B,BDS002846,Nurofen-400 [Ibuprofen 400 mg.],Ibuprofen,,official_label,DailyMed/FDA/eMC,Ibuprofen DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_435f7d3dc11e,A,BDS047673,Solufen 400 [Ibuprofen 400 mg.],Ibuprofen,,product_label,Thai FDA/NDI,Ibuprofen Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_8f55405504e7,B,BDS047673,Solufen 400 [Ibuprofen 400 mg.],Ibuprofen,,official_label,DailyMed/FDA/eMC,Ibuprofen DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_049cffcf5ae8,A,BDS046200,Oral-VP tabslet [Cetylpyridinium chloride 1.5 mg.],Cetylpyridinium chloride,,product_label,Thai FDA/NDI,Cetylpyridinium chloride Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_fab473c5fa62,B,BDS046200,Oral-VP tabslet [Cetylpyridinium chloride 1.5 mg.],Cetylpyridinium chloride,,official_label,DailyMed/FDA/eMC,Cetylpyridinium chloride DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_d37670376d73,A,BDS003662,"Strepsils Maxi Pluzz กล่อง 16s [2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก.+ เอมิลเมแทครีซอล 0.6 มก. + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก.]",2 + 4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมแทครีซอล 0.6 มก + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก,,product_label,Thai FDA/NDI,2 + 4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมแทครีซอล 0.6 มก + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_4889ab93999f,B,BDS003662,"Strepsils Maxi Pluzz กล่อง 16s [2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก.+ เอมิลเมแทครีซอล 0.6 มก. + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก.]",2 + 4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมแทครีซอล 0.6 มก + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก,,official_label,DailyMed/FDA/eMC,2 + 4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมแทครีซอล 0.6 มก + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_6aa037ee1df3,A,BDS003580,"Strepsils Maxi Pluzz ซอง 6s [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Lidocain 10 mg.]",2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Lidocain,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Lidocain Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_3580578cecd2,B,BDS003580,"Strepsils Maxi Pluzz ซอง 6s [2,4-Dichlorobenzyl alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Lidocain 10 mg.]",2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Lidocain,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl alcohol + Amylmetacresol + Lidocain DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
gq_0d0558cb050f,A,BDS003772,"Throatsil Plus ซอง 8s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Lignocaine HCl 10.0 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Lignocaine HCl,,product_label,Thai FDA/NDI,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Lignocaine HCl Thai FDA SmPC,composition; strength; form; route; contraindications; cautions,queued,
gq_458ebb2d6409,B,BDS003772,"Throatsil Plus ซอง 8s [2,4-Dichlorobenzyl Alcohol 1.2 mg.+Amylmetacresol 0.6 mg.+Lignocaine HCl 10.0 mg.]",2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Lignocaine HCl,,official_label,DailyMed/FDA/eMC,2 + 4-Dichlorobenzyl Alcohol + Amylmetacresol + Lignocaine HCl DailyMed dosage contraindications interactions,dose; safety; interactions,queued,
