bds,product_name,generic_group,category,form,pediatric_target_status,supported_target_modes,default_target_mode,default_target_value,default_target_unit,fixed_amount_min_per_dose,fixed_amount_max_per_dose,fixed_amount_unit,reference_source_product,reference_source_shortcut,reference_frequency,reference_duration,reference_dispense,same_generic_reference_count,same_generic_reference_disease_keys,notes
BDS049776,Zithromax tabslet 250 mg (6 tabs),Azithromycin,Respiratory antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006664,Baclofen (10 tabs),Baclofen,Muscle relaxants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008272,Biotaplex-BC (10 tabs),Benfotiamine + Riboflavin + Pyridoxine HCl + Cyanocobalamin,Vitamins & supplements,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002688,Merislon 12 mg (10 tabs),Betahistine Mesilate,"Vertigo, circulation & vascular support",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002621,Merislon 6 mg (10 tabs),Betahistine Mesilate,"Vertigo, circulation & vascular support",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007022,Behistin (10 tabs),Betahistine Mesylate,"Vertigo, circulation & vascular support",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003510,Serc 16 mg (20 tabs),Betahistine dihydrochloride,"Vertigo, circulation & vascular support",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007272,Stei 16 mg (10 tabs),Betahistine dihydrochloride,"Vertigo, circulation & vascular support",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001250,Betnovate-N Cream ใหญ่ (15 g.),Betamethasone 17-Valerate 0.1% w/w + Neomycin Sulphate 0.5% w/w,Other antibiotics,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001216,Betnovate Scalp (30 ml.),Betamethasone 17-Valerate 0.122 % w/w,"Anti-itch, eczema & dermatitis topicals",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001246,Betnovate Cream ใหญ่ (15 g.),Betamethasone 17-Valerate w/w,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001628,Dermaheu Cream เล็ก (5 g.),Betamethasone Dipropionate ( + Gentamicin Sulfate + Tolnaftate + Iodochlorhydroxyquin,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001629,Dermaheu Cream ใหญ่ (15 g.),Betamethasone Dipropionate ( + Gentamicin Sulfate + Tolnaftate + Iodochlorhydroxyquin,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001699,Diprotop Ointment (5 g.),Betamethasone Dipropionate + Propylene Glycol,"Anti-itch, eczema & dermatitis topicals",ointment,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006023,Epiklin Skin Ointment (15 g.),Betamethasone Dipropionate + Salicylic acid,"Anti-itch, eczema & dermatitis topicals",ointment,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001650,Diprosalic Ointment (5 g.),Betamethasone Dipropionate + Salicylic acid 3%,"Anti-itch, eczema & dermatitis topicals",ointment,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001546,Diprosalic Ointment ใหญ่ (15 g.),Betamethasone Dipropionate + Salicylic acid 3%,"Anti-itch, eczema & dermatitis topicals",ointment,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007501,Betatone Cream เล็ก (5 g.),Betamethasone Valerate,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007502,Betatone Cream ใหญ่ (15 g.),Betamethasone Valerate,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS041408,Clinivate Cream ใหญ่ (15 g.),Betamethasone Valerate (,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001236,Betagram ใหญ่ (15 g.),Betamethasone Valerate + Gentamicin Sulfate,Other antibiotics,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006718,Dertec Cream เล็ก (5 g.),Betamethasone Valerate + Gentamicin Sulfate + Tolnaftate + Iodochlorhydroxyquin,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006011,Dertec Cream ใหญ่ (15 g.),Betamethasone Valerate + Gentamicin Sulfate + Tolnaftate + Iodochlorhydroxyquin,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003301,Quadriderm Cream เล็ก (5 g.),Betamethasone Valerate + Gentamicin Sulfate + Tolnaftate + Iodochlorhydroxyquin,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003302,Quadriderm Cream ใหญ่ (15 g.),Betamethasone Valerate + Gentamicin Sulfate + Tolnaftate + Iodochlorhydroxyquin,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007505,Betatone-N Cream เล็ก (5 g.),Betamethasone Valerate + Neomycin Sulphate,Other antibiotics,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007506,Betatone-N Cream ใหญ่ (15 g.),Betamethasone Valerate + Neomycin Sulphate,Other antibiotics,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS041433,Canesten Cream O.D. (10 g.),Bifonazole,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040630,Bilaxten (10 tabs),Bilastine,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008201,Bisacod (10 tabs),Bisacodyl,Laxatives & bowel care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001664,Dulcolax (10 tabs),Bisacodyl,Laxatives & bowel care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001837,Emulax (100 tabs),Bisacodyl,Laxatives & bowel care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008768,T.Man-Lax (10 tabs),Bisacodyl + Dioctyl sodium sulfosuccinate,Laxatives & bowel care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002010,Gastro Bismol (240 ml.),Bismuth Subsalicylate,"Acid suppression, antacids & gastroprotection",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002030,Gastro Bismol 524 (10 tabs),Bismuth Subsalicylate,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001453,Concor 2.5 mg (10 tabs),Bisoprolol fumarate,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001454,Concor 5 mg (10 tabs),Bisoprolol fumarate,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040631,Bromcolex (10 tabs),Bromhexine HCl,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008046,Extorant (10 tabs),Bromhexine HCl + Guaifenesin,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS047430,Rhinotapp (10 tabs),Brompheniramine Maleate + Phenylephrine HCl,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003575,Sinufen (10 tabs),Brompheniramine Maleate + Phenylephrine HCl,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002875,Reparil Ice Spray (200 ml.),Butane + Pentane + Isobutane + Propane,Topical pain relief & topical NSAIDs,spray,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044908,Malugel tabslets (10 tabs),Calcium Carbonate + Simethicone,"Acid suppression, antacids & gastroprotection",gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040634,Blopress 16 mg (28 tabs),Candesartan Cilexetil,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001275,Blopress 8 mg (7 tabs),Candesartan cilexetil,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007711,Capsika Gel (35 g.),Capsaicin 0.0125%,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001541,Capsika-25 Gel (35 g.),Capsaicin 0.025%,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040020,Arotika Rub (35 g.),Capsicum Tincture 0.05% w/v + Methyl Salicylate + Menthol + Clove Oil,Topical pain relief & topical NSAIDs,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008141,Bocytin Capsule (10 cap),Carbocysteine,"Cough, mucolytics & expectorants",capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001937,Flemex Foil (10 tabs),Carbocysteine,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003694,Solmax (10 cap),Carbocysteine,"Cough, mucolytics & expectorants",capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003904,Vidisic Gel (10 g.),Carbomer + Cetrimide + Sorbitol + Sodium hydroxide,Eye care & ocular lubricants,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001099,Intrasite Gel (25 g.),Carboxymethyl Cellulose Polymer + Propylene Glycol + Water,Wound care & topical antibiotics,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003765,Tear Mac Eye Drops (10 ml.),Carboxymethyl Cellulose Sodium w/v,Eye care & ocular lubricants,eye drops,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS041414,Cellufresh MD (3 ml.),Carboxymethylcellulose Sodium 0.5% + Boric acid + Calcium Chloride + Magnesium Chloride,Eye care & ocular lubricants,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001554,Cellufresh MD ใหญ่ (15 ml.),Carboxymethylcellulose Sodium 0.5% + Boric acid + Calcium Chloride dihydrate + Magnesium Chloride,Eye care & ocular lubricants,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002631,Mixt.Carminative (GPO) 180 ml (180 ml.),Cardamon Tincture + Capsicum Tincture + Ginger Tincture,Carminatives & gas relief,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002632,Mixt.Carminative (GPO) 450 ml (450 ml.),Cardamon Tincture + Capsicum Tincture + Ginger Tincture,Carminatives & gas relief,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS041442,Caraten 6.25 (10 tabs),Carvedilol,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003078,Omnicef 100 mg (10 cap),Cefdinir,Respiratory antibiotics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002693,Meiact Fine Granules (0.5 g.),Cefditoren,Other antibiotics,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002692,Meiact tabslet (10 tabs),Cefditoren,Respiratory antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS047662,Sixime (10 cap),Cefixime,UTI antibiotics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001507,Celebrex 400 mg (10 cap),Celecoxib,NSAIDs (oral anti-inflammatory painkillers),capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS049777,Zobrex (10 cap),Celecoxib,NSAIDs (oral anti-inflammatory painkillers),capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007784,Cephalex-500 (10 cap),Cephalexin,Respiratory antibiotics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040029,Alerest (10 tabs),Cetirizine dihydrochloride,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004224,Zensil (10 tabs),Cetirizine dihydrochloride,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS049778,Zirin (10 cap),Cetirizine dihydrochloride,Antihistamines & decongestants,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008754,Zytizine F/C tabslet (10 tabs),Cetirizine dihydrochloride,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS046200,Oral-VP tabslet (10 tabs),Cetylpyridinium chloride,Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001515,ChlorOph Eye Ointment (5 g.),Chloramphenicol,Ophthalmic antibiotics,ointment,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS041410,Cogetine Ointment (5 g.),Chloramphenicol 1%,Ophthalmic antibiotics,ointment,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001407,C-20 Blue Sally (180 ml.),Chlorhexidine Gluconate,Throat & oral care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001406,C-20 Original เล็ก (180 ml.),Chlorhexidine Gluconate,Throat & oral care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001409,C-20 Original ใหญ่ (360 ml.),Chlorhexidine Gluconate,Throat & oral care,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001232,Belara (21 tabs),Chlormadinone acetate + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001008,Chlophe (10 tabs),Chlorpheniramine Maleate,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS041504,Chlorpheniramine 2 mg. (10 tabs),Chlorpheniramine Maleate,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007145,Histatabs (100 tabs),Chlorpheniramine Maleate,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003562,Sulidine CP (10 tabs),Chlorpheniramine maleate + Phenylephrine hydrochloride,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003669,Systral Cream เล็ก (10 g.),Chlorphenoxamine HCl 1.5 %,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003681,Systral Cream ใหญ่ (25 g.),Chlorphenoxamine HCl 1.5 %,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003527,Siamidine 400 mg (10 tabs),Cimetidine,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007055,Cinerine (10 tabs),Cinnarizine,"Vertigo, circulation & vascular support",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003514,Stugeron 25 mg (10 tabs),Cinnarizine,"Vertigo, circulation & vascular support",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS041409,Cipflocin 500 mg (10 tabs),Ciprofloxacin,UTI antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008114,Ciproxin-500 (10 tabs),Ciprofloxacin,UTI antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007238,Proflox 500 mg (10 tabs),Ciprofloxacin,UTI antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003102,Opti-Free Rewetting Drops (10 ml.),Citrate buffer + Sodium chloride + Polyquaternium-1 0.001%),Eye care & ocular lubricants,drops,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001551,Clens 100 Lens Drops (8 ml.),Citrate/Borate Buffer + Sodium Chloride + Edetate Disodium 0.05% + Tetronic t1304,Eye care & ocular lubricants,drops,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001452,Clarith 500 (7 tabs),Clarithromycin,Respiratory antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002447,Klacid MR 500 mg (7 tabs),Clarithromycin,Respiratory antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003912,Dacin-F 300 (10 cap),Clindamycin,Other antibiotics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006198,Clinoderm Cream (15 g.),Clobetasol Propionate,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007514,Clobevate Cream เล็ก (5 g.),Clobetasol Propionate,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007515,Clobevate Cream ใหญ่ (15 g.),Clobetasol Propionate,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001622,Dermovate Cream เล็ก (5 g.),Clobetasol Propionate 0.05% w/w,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001623,Dermovate Cream ใหญ่ (15 g.),Clobetasol Propionate 0.05% w/w,"Anti-itch, eczema & dermatitis topicals",cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001630,Dermovate Ointment (5 g.),Clobetasol Propionate 0.05% w/w,"Anti-itch, eczema & dermatitis topicals",ointment,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001660,Dermovate Scalp (30 ml.),Clobetasol Propionate 0.05% w/w,"Anti-itch, eczema & dermatitis topicals",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001107,Apolets (10 tabs),Clopidogrel,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006059,Candix Solution (15 ml.),Clotrimazole,Antifungals,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001422,Canesten Cream 20 g (20 g.),Clotrimazole,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001419,Canesten Vaginal tabs. 1s (1 tab),Clotrimazole,Vaginal therapies,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001420,Canesten Vaginal tabs. 6s (6 tabs),Clotrimazole,Vaginal therapies,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007056,Clomaz-Forte (1 tab),Clotrimazole,Vaginal therapies,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007735,Fango Cream เล็ก (5 g.),Clotrimazole,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS043117,Fango Cream ใหญ่ (15 g.),Clotrimazole,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007953,Gynosten-500 (1 tab),Clotrimazole,Vaginal therapies,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002562,Lamazone Cream (10 g.),Clotrimazole,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001417,Canazol-Be Cream ใหญ่ (15 g.),Clotrimazole + Betamethasone Dipropionate,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007517,Clotribet-D Cream เล็ก (5 g.),Clotrimazole + Betamethasone Dipropionate,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007516,Clotribet-D Cream ใหญ่ (15 g.),Clotrimazole + Betamethasone Dipropionate,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007736,Fango-B Cream เล็ก (5 g.),Clotrimazole + Betamethasone Valerate,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001956,Fango-B Cream ใหญ่ (15 g.),Clotrimazole + Betamethasone Valerate,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001932,Fungiderm-B (20 g.),Clotrimazole + Betamethasone Valerate,Antifungals,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002650,Myda-B Cream เล็ก (5 g.),Clotrimazole 1% + Betamethasone Valerate w/w,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002651,Myda-B Cream ใหญ่ (15 g.),Clotrimazole 1% + Betamethasone Valerate w/w,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008239,Myrazole-B Cream (5 g.),Clotrimazole 1% + Betamethasone Valerate w/w,Antifungals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002648,Mycoderm-C 1% (75 g.),Clotrimazole BP 1% w/w,Antifungals,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001460,Colchicine 0.6 mg (10 tabs),Colchicine,Gout,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008731,Colchimex (10 tabs),Colchicine,Gout,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003732,Tolchicine T.O. (10 tabs),Colchicine,Gout,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040024,Arthro-K Orange 1500 (3.95 g.),Crystalline Glucosamine Sulfate Potassium Chloride,Osteoarthritis support,other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040032,Artrofort Complex (30 sachets),Crystalline Glucosamine Sulphate .(เทียบเท่ากับ Glucosamine + Sodium Chloride .) + Chondroitin Sulphate Sodium,Osteoarthritis support,powder / sachet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008241,Manotabs (10 tabs),Cyproheptadine HCI,Antihistamines & decongestants,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003143,Preme (21 tabs),Cyproterone Acetate + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS046511,Preme 28 (28 tabs),Cyproterone Acetate + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003731,Sucee (21 tabs),Cyproterone Acetate + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003699,Sucee 28 (28 tabs),Cyproterone Acetate + Ethinylestradiol,Contraceptives & hormones,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
