bds,product_name,generic_group,category,form,pediatric_target_status,supported_target_modes,default_target_mode,default_target_value,default_target_unit,fixed_amount_min_per_dose,fixed_amount_max_per_dose,fixed_amount_unit,reference_source_product,reference_source_shortcut,reference_frequency,reference_duration,reference_dispense,same_generic_reference_count,same_generic_reference_disease_keys,notes
BDS001437,ChlorOph Eye Drops (5 ml.),chloramphenicol eye drops,Ophthalmic antibiotics,drops,calculator_ready_manual_target_needed,mgkg|mgdose,,,mg,,,,,,,,,0,,Exact mL can be calculated after entering a target.
BDS045631,Nyst Oral (12 ml.),nystatin oral,Antifungals,bottle,calculator_ready_manual_target_needed,udose,,,U,,,,,,,,,1,oral_thrush_peds,Exact mL can be calculated after entering a target.
BDS002215,Iliadin Spray (10 ml.),oxymetazoline,Nasal sprays & decongestants,spray,calculator_ready_manual_target_needed,mgkg|mgdose,,,mg,,,,,,,,,0,,Exact mL can be calculated after entering a target.
BDS040609,Betadine Gargle (30 ml.),povidone iodine gargle,Throat & oral care,other,calculator_ready_manual_target_needed,mgkg|mgdose,,,mg,,,,,,,,,0,,Exact mL can be calculated after entering a target.
BDS003578,Strepsils Citrus Lemon Sugar Free กล่อง 16s (16 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003590,Strepsils Honey & Lemon HHR ซอง 8s (8 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003582,Strepsils Honey & Lemon กล่อง 24s (24 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003583,Strepsils Original HHR (เม็ดแดง) กล่อง 24s (24 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003551,Strepsils Original HHR (เม็ดแดง) ซอง 8s (8 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003772,Throatsil Plus ซอง 8s (8 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol + Lignocaine HCl",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003661,Strepsils Cool กล่อง 24s (24 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol + Menthol",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003555,Strepsils Orange+Vitamin C HHR ซอง 8s (8 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003556,Strepsils Orange+Vitamin C กล่อง 24s (24 tabs),"2,4-Dichlorobenzyl Alcohol + Amylmetacresol + Vitamin C",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS042357,Difflam รสน้ำผึ้งมะนาวผสมโพรโพลิส (8 tabs),"2,4-Dichlorobenzyl alcohol + Amylmetacresol",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003580,Strepsils Maxi Pluzz ซอง 6s (6 tabs),"2,4-Dichlorobenzyl alcohol + Amylmetacresol + Lidocain",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003554,Strepsils Cool ซอง 8s (8 tabs),"2,4-Dichlorobenzyl alcohol + Amylmetacresol + Menthol",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS042358,Difflam รสส้มผสมวิตามินซี (8 tabs),"2,4-Dichlorobenzyl alcohol + Amylmetacresol + Vit.C",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044922,Mybacin OTC Mint (8 tabs),"2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมเทครีซอล 0.6 มก",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003662,Strepsils Maxi Pluzz กล่อง 16s (16 tabs),"2,4-ไดคลอโรเบนซิล แอลกอฮอล์ 1.2 มก + เอมิลเมแทครีซอล 0.6 มก + ลิกโนเคน ไฮโดรคลอไรด์ 10.0 มก",Throat & oral care,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044334,Kremil tabslet (10 tabs),AHMC Type F-MA II ( Aluminum Hydroxide + Magnesium Carbonate ) + Simethicone,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002449,Kremil-S tabslet (10 tabs),AHMC(Aluminum Hydroxide + Magnesium Carbonate .) + Simethicone + Dicyclomine HCl,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003407,Reparil Dragees (10 tabs),Absorbable aescin,Hemorrhoids & venous disease,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040014,Amsel Nature C (30 cap),Acerola Cherry Extract + Rosehips Extract + Cranberry Extract + Ascorbic Acid,Vitamins & supplements,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001531,Cystaline (10 tabs),Acetylcysteine,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS043124,Facil 200 (3 g.),Acetylcysteine,"Cough, mucolytics & expectorants",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS043121,Flemex-AC OD (2 tabs),Acetylcysteine,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001936,Fluimucil A 200 mg (3 g.),Acetylcysteine,"Cough, mucolytics & expectorants",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001909,Fluimucil A 600 mg (2 tabs),Acetylcysteine,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002574,Muclear tabslet (10 tabs),Acetylcysteine,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008135,Muco-Sea 200 (3 g.),Acetylcysteine,"Cough, mucolytics & expectorants",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002640,Mucolid SF 600 (7 g.),Acetylcysteine,"Cough, mucolytics & expectorants",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS045666,Ny-C-Bon (10 cap),Activated Charcoal,Antidiarrheals & GI adsorbents,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007001,Acevax Cream (1 g.),Acyclovir,Antivirals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007782,Clinovir 200 mg (5 tabs),Acyclovir,Antivirals,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007783,Clinovir 400 mg (5 tabs),Acyclovir,Antivirals,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007781,Clinovir 800 mg (5 tabs),Acyclovir,Antivirals,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004019,Vilerm 200 mg 5s (5 tabs),Acyclovir,Antivirals,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004086,Vilerm 400 mg 5s (5 tabs),Acyclovir,Antivirals,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004011,Vilerm 800 mg 5s (5 tabs),Acyclovir,Antivirals,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004046,Vilerm Cream 5 g (5 g.),Acyclovir,Antivirals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004020,Vilerm Cream sachet 1 g (1 g.),Acyclovir,Antivirals,powder / sachet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004216,Zevin Cream (3 g.),Acyclovir,Antivirals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007719,Clinovir Cream (5 g.),Acyclovir w/w,Antivirals,cream,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003439,Reparil-Gel N เล็ก (20 g.),Aescin + Diethylamine Salicylate,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003408,Reparil-Gel N ใหญ่ (40 g.),Aescin + Diethylamine Salicylate,Topical pain relief & topical NSAIDs,gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001029,Maalox Alum Milk (240 ml.),Al3 + Mg2,"Acid suppression, antacids & gastroprotection",other,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS008455,CB-400 (1 tab),Albendazole,Antiparasitics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS004217,Zentel 400 mg (1 tab),Albendazole,Antiparasitics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001036,Algycon (12 tabs),Alginic acid + Aluminium hydroxide gel + Magnesium carbonate,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007004,Alinol 100 mg (10 tabs),Allopurinol,Gout,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007613,Puride 100 mg (10 tabs),Allopurinol,Gout,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007611,Puride 300 mg (10 tabs),Allopurinol,Gout,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007312,Xanol (10 tabs),Allopurinol,Gout,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001042,Amogin-Gel bottle 240 ml (240 ml.),Aluminium Hydroxide + Magnesium Hydroxide + Dimethylpolysiloxane,"Acid suppression, antacids & gastroprotection",gel,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001095,Amogin-Gel sachet 15 ml (15 ml.),Aluminium Hydroxide + Magnesium Hydroxide + Dimethylpolysiloxane,"Acid suppression, antacids & gastroprotection",powder / sachet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001051,Antacil (10 tabs),Aluminium Hydroxide + Magnesium Trisilicate + Kaolin,"Acid suppression, antacids & gastroprotection",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS044943,Meteospasmyl (10 tabs),Alverine Citrate + Simethicone,Carminatives & gas relief,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002643,Mucosolvan (10 tabs),Ambroxol HCl,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002639,Mucosolvan PL (10 cap),Ambroxol HCl,"Cough, mucolytics & expectorants",capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007196,Mucoxine-F (10 tabs),Ambroxol HCl,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007601,Polibroxol (10 tabs),Ambroxol HCl,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003591,Strepsils Chesty Cough ซอง 8s (8 tabs),Ambroxol HCl,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003642,Strepsils Throat Irritation & Cough กล่อง 24s (24 tabs),Ambroxol HCl,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS003641,Strepsils Throat Irritation & Cough ซอง 8s (8 tabs),Ambroxol HCl,"Cough, mucolytics & expectorants",tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040030,Amitriptyline 10 mg (10 tabs),Amitriptyline Hydrochloride,Miscellaneous,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS042814,Exforge 5 mg/160 mg (28 tabs),Amlodipine + Valsartan,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040008,Amlodac 10 (10 tabs),Amlodipine besilate,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040007,Amlodac 5 (10 tabs),Amlodipine besilate,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006069,Ambes 10 mg (GPO) (10 tabs),Amlodipine besylate,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS006070,Ambes 5 mg (GPO) (10 tabs),Amlodipine besylate,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001106,Amlopine 10 mg (10 tabs),Amlodipine besylate,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001096,Amlopine 5 mg (10 tabs),Amlodipine besylate,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS002862,Norvasc 5 mg (10 tabs),Amlodipine besylate,Hypertension & cardiovascular,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS040078,A.M.Mox 500 (10 cap),Amoxicillin,Respiratory antibiotics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS007007,Uramox 500 (10 cap),Amoxicillin,Respiratory antibiotics,capsule,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
BDS001035,Amoksiklav 1000 mg (10 tabs),Amoxicillin + Clavulanic Acid,Respiratory antibiotics,tablet,no_pediatric_target_found,,,,,,,,,,,,,0,,No pediatric reference and no parseable concentration found in current workbook.
